,production_date,mileage,model_date,carconfig,colour,transmission,drive_unit,wheel,owners,licence,brand,model_name,age,engine_displacement,power,fuel_type,number_of_doors,price,test
17,2007,45985,I Рестайлинг 2004 – 2009 ,седан,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Volvo ,S60 ,13 лет и 3 месяца,2.4 LTR ,170, Бензин,4,869000,0
18,2017,65333,III (A7) Рестайлинг 2017 – 2020 ,лифтбек,белый,механическая,передний,Левый,1 владелец,Оригинал,Skoda ,Octavia ,,1.6 LTR ,110, Бензин,5,899000,0
19,2013,125640,I (E84) Рестайлинг 2012 – 2015 ,внедорожник 5 дв.,коричневый,автоматическая,задний,Левый,2 владельца,Оригинал,BMW ,X1 ,,2.0 LTR ,150, Бензин,5,979000,0
20,2016,96457,C Рестайлинг 2016 – 2019 ,минивэн,синий,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Zafira ,,1.6 LTR ,135, Дизель,5,1415000,0
21,2019,23300,VIII (XV70) 2017 – н.в. ,седан,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,2109000,0
22,2009,58487,1982 – 2012 ,седан,зелёный,механическая,задний,Левый,3 или более,Дубликат,LADA (ВАЗ) ,2107 ,,1.6 LTR ,74, Бензин,4,100000,0
23,2016,78205,VI (F10/F11/F07) Рестайлинг 2013 – 2017 ,седан,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,BMW ,5 серии ,,2.0 LTR ,184, Бензин,4,1645000,0
24,2013,158500,I Рестайлинг 2012 – 2015 ,хэтчбек 5 дв.,синий,автоматическая,передний,Левый,3 или более,Дубликат,Chevrolet ,Cruze ,,1.6 LTR ,109, Бензин,5,585000,0
25,2020,704,II (G14/G15/G16) 2018 – н.в. ,седан,серый,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,8 серии ,,3.0 LTR ,320, Дизель,4,7149000,0
26,2009,159000,II Рестайлинг 2009 – 2011 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Rio ,,1.4 LTR ,97, Бензин,4,375000,0
27,2012,154000,I 2010 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,1097000,0
28,2016,171833,III (A7) 2013 – 2017 ,лифтбек,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Skoda ,Octavia ,,1.4 LTR ,150, Бензин,5,975000,0
29,2015,64000,III Рестайлинг 2014 – 2016 ,внедорожник 5 дв.,белый,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Sportage ,,2.0 LTR ,150, Бензин,5,1077000,0
30,2012,115000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,140, Дизель,5,997000,0
31,1988,35000,I 1977 – 1993 ,внедорожник 3 дв.,красный,механическая,полный,Левый,3 или более,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,10 лет и 4 месяца,1.6 LTR ,75, Бензин,3,57000,0
32,2013,120000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,белый,механическая,полный,Левый,2 владельца,Оригинал,Volkswagen ,Tiguan ,,1.4 LTR ,150, Бензин,5,857000,0
33,2013,91103,I 2010 – 2013 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,939990,0
34,2014,157000,I 2009 – 2014 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Sandero ,,1.6 LTR ,84, Бензин,5,375000,0
35,2013,154000,I 2012 – 2016 ,внедорожник 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Mokka ,,1.8 LTR ,140, Бензин,5,743600,0
36,2018,81467,III (G01) 2017 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X3 ,2 года и 8 месяцев,3.0 LTR ,249, Дизель,5,3495000,0
37,2013,120000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,белый,механическая,полный,Левый,2 владельца,Оригинал,Volkswagen ,Tiguan ,,1.4 LTR ,150, Бензин,5,857000,0
38,2014,157000,I 2009 – 2014 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Sandero ,,1.6 LTR ,84, Бензин,5,375000,0
39,2013,154000,I 2012 – 2016 ,внедорожник 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Mokka ,,1.8 LTR ,140, Бензин,5,743600,0
40,2018,81467,III (G01) 2017 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X3 ,2 года и 8 месяцев,3.0 LTR ,249, Дизель,5,3495000,0
41,2014,128334,III 2012 – 2016 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,2 владельца,Оригинал,Hyundai ,Santa Fe ,,2.2 LTR ,197, Дизель,5,1779000,0
42,2020,2583,VI 2020 – н.в. ,лифтбек,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,110, Бензин,5,1350000,0
43,2019,20033,VI (G11/G12) Рестайлинг 2019 – н.в. ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,7 серии ,1 год и 4 месяца,3.0 LTR ,249, Дизель,4,5695000,0
44,2005,190000,II 2004 – 2008 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Kia ,Sportage ,,2.0 LTR ,112, Дизель,5,469000,0
45,2018,23762,VI (G11/G12) 2015 – 2019 ,седан,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,7 серии ,2 года и 11 месяцев,3.0 LTR ,320, Дизель,4,4495000,0
46,2008,119920,I (BK) Рестайлинг 2006 – 2009 ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Mazda ,3 ,,2.0 LTR ,150, Бензин,4,469000,0
47,2016,59202,III Рестайлинг 2 2015 – 2018 ,внедорожник 5 дв.,синий,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,,2.0 LTR ,146, Бензин,5,1459000,0
48,2013,173000,VII (XV50) 2011 – 2014 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Camry ,8 лет,3.5 LTR ,249, Бензин,4,1250000,0
49,2013,95000,J Рестайлинг 2012 – 2017 ,хэтчбек 3 дв.,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Opel ,Astra ,,1.4 LTR ,140, Бензин,3,599000,0
50,2019,23669,I 2016 – н.в. ,внедорожник 5 дв.,серебристый,роботизированная,полный,Левый,1 владелец,Оригинал,Skoda ,Kodiaq ,,1.4 LTR ,150, Бензин,5,1985000,0
51,2013,62400,I 2009 – 2014 ,хэтчбек 5 дв.,коричневый,механическая,передний,Левый,2 владельца,Оригинал,Renault ,Sandero ,,1.6 LTR ,84, Бензин,5,557000,0
52,2018,49000,III Рестайлинг 2 2015 – 2018 ,внедорожник 5 дв.,серый,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,1849000,0
53,2020,7980,I 2015 – н.в. ,седан,серый,вариатор,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,113, Бензин,4,860000,0
54,2004,213000,2001 – 2013 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,2114 ,,1.5 LTR ,77, Бензин,5,75000,0
55,2011,120000,I (4L) Рестайлинг 2009 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Audi ,Q7 ,,3.0 LTR ,272, Бензин,5,1427000,0
56,2013,92000,III 2012 – 2015 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,1137000,0
57,2016,88200,IV (CA40) Рестайлинг 2015 – 2019 ,внедорожник 5 дв.,синий,вариатор,передний,Левый,1 владелец,Оригинал,Toyota ,RAV4 ,,2.0 LTR ,146, Бензин,5,1595000,0
58,2016,183599,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,180, Бензин,5,1365000,0
59,2015,92000,III Рестайлинг 2 2015 – 2018 ,внедорожник 5 дв.,серебристый,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,1577000,0
60,2012,157723,III (W204) Рестайлинг 2011 – 2015 ,седан,коричневый,автоматическая,задний,Левый,1 владелец,Оригинал,Mercedes-Benz ,C-Класс ,,1.8 LTR ,156, Бензин,4,929000,0
61,2011,108000,II 2009 – 2015 ,внедорожник 5 дв.,серый,механическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Tucson ,,2.0 LTR ,184, Дизель,5,789000,0
62,2008,90000,I (8R) 2008 – 2012 ,внедорожник 5 дв.,серебристый,механическая,полный,Левый,1 владелец,Оригинал,Audi ,Q5 ,13 лет и 4 месяца,2.0 LTR ,211, Бензин,5,990000,0
63,2018,35098,VII (G30/G31) 2016 – 2020 ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,5 серии ,2 года,3.0 LTR ,249, Дизель,4,3645000,0
64,2016,126691,II Рестайлинг 2014 – 2018 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Touareg ,,3.0 LTR ,245, Дизель,5,2649000,0
65,2018,54500,I 2015 – н.в. ,универсал 5 дв.,серебристый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Vesta ,,1.8 LTR ,122, Бензин,5,805000,0
66,2018,20392,II (G02) 2018 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X4 ,,2.0 LTR ,190, Дизель,5,3916000,0
67,2018,64772,VIII (XV70) 2017 – н.в. ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1880000,0
68,2015,96994,I 2011 – 2018 ,лифтбек,серебристый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Granta ,,1.6 LTR ,87, Бензин,5,335000,0
69,2014,112899,II 2013 – 2017 ,внедорожник 5 дв.,красный,автоматическая,полный,Левый,3 или более,Оригинал,Land Rover ,Range Rover Sport ,7 лет и 3 месяца,4.4 LTR ,339, Дизель,5,3245000,0
70,2019,22439,V Рестайлинг 2014 – 2020 ,седан,серебристый,роботизированная,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,,1.4 LTR ,125, Бензин,4,1050000,0
71,2015,77719,II (F16) 2014 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X6 ,,3.0 LTR ,249, Дизель,5,3499000,0
72,2014,82038,IV (W205) 2014 – 2018 ,седан,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,Mercedes-Benz ,C-Класс ,,2.0 LTR ,211, Бензин,4,1738900,0
73,2017,38246,"XI (E160, E170) Рестайлинг 2015 – н.в. ",универсал 5 дв.,серебристый,вариатор,полный,Правый,1 владелец,Оригинал,Toyota ,Corolla ,1 месяц,1.5 LTR ,103, Бензин,5,935000,0
74,2014,112899,II 2013 – 2017 ,внедорожник 5 дв.,красный,автоматическая,полный,Левый,3 или более,Оригинал,Land Rover ,Range Rover Sport ,7 лет и 3 месяца,4.4 LTR ,339, Дизель,5,3245000,0
75,2015,130000,I Рестайлинг 2014 – 2017 ,хэтчбек 5 дв.,белый,автоматическая,передний,Левый,3 или более,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,5,687000,0
76,2015,77719,II (F16) 2014 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X6 ,,3.0 LTR ,249, Дизель,5,3408000,0
77,2014,82038,IV (W205) 2014 – 2018 ,седан,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,Mercedes-Benz ,C-Класс ,,2.0 LTR ,211, Бензин,4,1738900,0
78,2016,57000,I 2014 – 2018 ,внедорожник 5 дв.,серебристый,роботизированная,полный,Левый,2 владельца,Оригинал,Porsche ,Macan ,4 года и 7 месяцев,3.0 LTR ,340, Бензин,5,3500000,0
79,2019,51000,I Рестайлинг 2018 – н.в. ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Granta ,1 год и 11 месяцев,1.6 LTR ,87, Бензин,4,440000,0
80,2010,109960,2001 – 2013 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,2114 ,,1.6 LTR ,81, Бензин,5,160000,0
81,2009,159000,II Рестайлинг 2009 – 2011 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Rio ,,1.4 LTR ,97, Бензин,4,375000,0
82,2010,109000,"X (E140, E150) Рестайлинг 2010 – 2013 ",седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Toyota ,Corolla ,,1.6 LTR ,124, Бензин,4,699000,0
83,2012,123000,II Рестайлинг 2009 – 2013 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,170, Бензин,5,1197000,0
84,2014,129000,III Рестайлинг 2014 – 2015 ,внедорожник 5 дв.,серый,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,6 лет и 11 месяцев,2.0 LTR ,146, Бензин,5,1199000,0
85,2015,85000,III (GJ) Рестайлинг 2015 – 2018 ,седан,коричневый,автоматическая,передний,Левый,3 или более,Оригинал,Mazda ,6 ,,2.0 LTR ,150, Бензин,4,1247000,0
86,2006,176895,I 2004 – 2009 ,седан,серый,механическая,передний,Левый,3 или более,Дубликат,Renault ,Logan ,,1.4 LTR ,75, Бензин,4,121000,0
87,2019,26344,III Рестайлинг 2017 – н.в. ,минивэн,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Alphard ,,3.5 LTR ,300, Бензин,5,5299000,0
88,2018,40230,I 2015 – н.в. ,седан,белый,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,Vesta ,,1.8 LTR ,122, Бензин,4,650000,0
89,2019,20123,VII (G30/G31) 2016 – 2020 ,седан,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,5 серии ,1 год и 11 месяцев,3.0 LTR ,249, Дизель,4,4095000,0
90,2001,299000,100 Series 1998 – 2002 ,внедорожник 5 дв.,серебристый,механическая,полный,Левый,3 или более,Оригинал,Toyota ,Land Cruiser ,19 лет и 9 месяцев,4.2 LTR ,204, Дизель,5,1300000,0
91,2017,138000,II 2017 – н.в. ,внедорожник 5 дв.,серебристый,вариатор,полный,Левый,1 владелец,Оригинал,Subaru ,XV ,,2.0 LTR ,150, Бензин,5,1555000,0
92,2011,146000,VI (XV40) Рестайлинг 2009 – 2011 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Toyota ,Camry ,,2.4 LTR ,167, Бензин,4,1057000,0
93,2017,48851,II 2013 – 2018 ,хэтчбек 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Sandero ,,1.6 LTR ,82, Бензин,5,770000,0
94,2017,42820,I 2015 – н.в. ,универсал 5 дв.,чёрный,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,5,700000,0
95,2016,165000,I 2016 – 2019 ,седан,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Genesis ,G90 ,5 лет и 2 месяца,3.3 LTR ,370, Бензин,4,2500000,0
96,2017,36840,II 2017 – н.в. ,внедорожник 5 дв.,серый,вариатор,полный,Левый,2 владельца,Оригинал,Subaru ,XV ,,2.0 LTR ,150, Бензин,5,1935000,0
97,2013,130984,III Рестайлинг 2 2012 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Suzuki ,Grand Vitara ,,2.4 LTR ,169, Бензин,5,1025000,0
98,2015,43594,II 2012 – 2018 ,седан,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Renault ,Logan ,,1.6 LTR ,82, Бензин,4,595000,0
99,2006,130903,C Рестайлинг 2005 – 2008 ,седан,бежевый,механическая,передний,Левый,2 владельца,Оригинал,Opel ,Vectra ,,1.8 LTR ,140, Бензин,4,396000,0
100,2012,128501,VI (F3x) 2011 – 2016 ,седан,чёрный,автоматическая,задний,Левый,3 или более,Дубликат,BMW ,3 серии ,,2.0 LTR ,184, Бензин,4,1199990,0
101,2012,141000,I 2010 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,865000,0
102,2016,68000,VII (XV50) Рестайлинг 2014 – 2017 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Toyota ,Camry ,,2.0 LTR ,150, Бензин,4,1389000,0
103,2013,117852,IV 2012 – 2015 ,внедорожник 5 дв.,серебристый,вариатор,полный,Левый,1 владелец,Оригинал,Subaru ,Forester ,,2.0 LTR ,150, Бензин,5,1159000,0
104,2013,168000,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,серый,вариатор,полный,Левый,3 или более,Оригинал,Toyota ,RAV4 ,8 лет и 6 месяцев,2.0 LTR ,146, Бензин,5,1280000,0
105,2010,113434,IV 2009 – 2012 ,универсал 5 дв.,чёрный,вариатор,полный,Левый,2 владельца,Дубликат,Subaru ,Outback ,,2.5 LTR ,167, Бензин,5,1085000,0
106,2020,4000,V (B9) Рестайлинг 2019 – н.в. ,седан,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Audi ,A4 ,8 месяцев,2.0 LTR ,150, Бензин,4,2800000,0
107,2011,23948,I (Classic) Рестайлинг 2009 – 2014 ,хэтчбек 5 дв.,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Suzuki ,SX4 ,,1.5 LTR ,111, Бензин,5,787000,0
108,2014,107000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,170, Бензин,5,1099000,0
109,2010,150000,I Рестайлинг 2008 – 2011 ,хэтчбек 5 дв.,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Citroen ,C4 ,,1.6 LTR ,120, Бензин,5,345000,0
110,2011,179000,I Рестайлинг 1993 – 2020 ,внедорожник 3 дв.,зелёный,механическая,полный,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,,1.7 LTR ,79, Бензин,3,119000,0
111,2017,36840,II 2017 – н.в. ,внедорожник 5 дв.,серый,вариатор,полный,Левый,2 владельца,Оригинал,Subaru ,XV ,,2.0 LTR ,150, Бензин,5,1935000,0
112,2013,130984,III Рестайлинг 2 2012 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Suzuki ,Grand Vitara ,,2.4 LTR ,169, Бензин,5,1025000,0
113,2006,130903,C Рестайлинг 2005 – 2008 ,седан,бежевый,механическая,передний,Левый,2 владельца,Оригинал,Opel ,Vectra ,,1.8 LTR ,140, Бензин,4,396000,0
114,2011,117244,II 2009 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Lexus ,GX ,,4.6 LTR ,296, Бензин,5,2020000,0
115,2012,141000,I 2010 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,865000,0
116,2016,68000,VII (XV50) Рестайлинг 2014 – 2017 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Toyota ,Camry ,,2.0 LTR ,150, Бензин,4,1389000,0
117,2010,113434,IV 2009 – 2012 ,универсал 5 дв.,чёрный,вариатор,полный,Левый,2 владельца,Дубликат,Subaru ,Outback ,,2.5 LTR ,167, Бензин,5,1085000,0
118,2013,117852,IV 2012 – 2015 ,внедорожник 5 дв.,серебристый,вариатор,полный,Левый,1 владелец,Оригинал,Subaru ,Forester ,,2.0 LTR ,150, Бензин,5,1159000,0
119,2012,128501,VI (F3x) 2011 – 2016 ,седан,чёрный,автоматическая,задний,Левый,3 или более,Дубликат,BMW ,3 серии ,,2.0 LTR ,184, Бензин,4,1199990,0
120,2013,168000,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,серый,вариатор,полный,Левый,3 или более,Оригинал,Toyota ,RAV4 ,8 лет и 6 месяцев,2.0 LTR ,146, Бензин,5,1280000,0
121,2010,150000,I Рестайлинг 2008 – 2011 ,хэтчбек 5 дв.,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Citroen ,C4 ,,1.6 LTR ,120, Бензин,5,345000,0
122,2014,107000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,170, Бензин,5,1099000,0
123,2011,23948,I (Classic) Рестайлинг 2009 – 2014 ,хэтчбек 5 дв.,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Suzuki ,SX4 ,,1.5 LTR ,111, Бензин,5,787000,0
124,2020,4000,V (B9) Рестайлинг 2019 – н.в. ,седан,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Audi ,A4 ,8 месяцев,2.0 LTR ,150, Бензин,4,2800000,0
125,2010,134500,II (GH) Рестайлинг 2009 – 2013 ,седан,синий,автоматическая,передний,Левый,3 или более,Дубликат,Mazda ,6 ,,2.0 LTR ,147, Бензин,4,659000,0
126,2009,135000,II 2007 – 2010 ,хэтчбек 5 дв.,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Skoda ,Fabia ,,1.6 LTR ,105, Бензин,5,535000,0
127,2011,149432,III Рестайлинг 2011 – 2013 ,внедорожник 5 дв.,серый,механическая,полный,Левый,1 владелец,Оригинал,Subaru ,Forester ,,2.0 LTR ,150, Бензин,5,917000,0
128,2015,85000,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,чёрный,вариатор,полный,Левый,3 или более,Оригинал,Toyota ,RAV4 ,5 лет и 8 месяцев,2.0 LTR ,146, Бензин,5,1630000,0
129,2013,94513,VI 2010 – 2015 ,седан,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Jetta ,,1.4 LTR ,122, Бензин,4,715000,0
130,2017,185852,I Рестайлинг 2013 – 2017 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC60 ,,2.4 LTR ,190, Дизель,5,1970000,0
131,2017,72630,I 2014 – 2018 ,внедорожник 5 дв.,голубой,роботизированная,полный,Левый,1 владелец,Оригинал,Porsche ,Macan ,4 года и 2 месяца,3.0 LTR ,340, Бензин,5,4000000,0
132,2018,79120,I 2016 – н.в. ,внедорожник 5 дв.,чёрный,роботизированная,полный,Левый,2 владельца,Оригинал,Skoda ,Kodiaq ,,2.0 LTR ,150, Дизель,5,1999000,0
133,2013,85240,II 2013 – 2018 ,хэтчбек 5 дв.,синий,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Kalina ,,1.6 LTR ,87, Бензин,5,260000,0
134,2009,58487,1982 – 2012 ,седан,зелёный,механическая,задний,Левый,3 или более,Дубликат,LADA (ВАЗ) ,2107 ,,1.6 LTR ,74, Бензин,4,100000,0
135,2016,48000,IV Рестайлинг 2 2016 – 2018 ,внедорожник 5 дв.,зелёный,вариатор,полный,Левый,1 владелец,Оригинал,Subaru ,Forester ,,2.5 LTR ,171, Бензин,5,1955000,0
