,production_date,mileage,model_date,carconfig,colour,transmission,drive_unit,wheel,owners,licence,brand,model_name,age,engine_displacement,power,fuel_type,number_of_doors,price,test
838,2015,181000,II (4M) 2015 – 2019 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Audi ,Q7 ,5 лет и 5 месяцев,3.0 LTR ,333, Бензин,5,2900000,0
839,2020,53850,I 2019 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Porsche ,Cayenne Coupe ,,2.9 LTR ,440, Бензин,5,8647000,0
840,2012,143000,II (X166) 2012 – 2016 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,GL-Класс ,9 месяцев,4.7 LTR ,435, Бензин,5,1848000,0
841,1997,47000,1987 – 2008 ,хэтчбек 3 дв.,красный,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,1111 Ока ,,0.8 LTR ,33, Бензин,3,67000,0
842,2020,19996,II (W463) 2018 – н.в. ,внедорожник 5 дв.,зелёный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс AMG ,1 год и 3 месяца,4.0 LTR ,585, Бензин,5,18000000,0
843,2019,41311,II Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,голубой,механическая,передний,Левый,1 владелец,Оригинал,Nissan ,Qashqai ,,2.0 LTR ,144, Бензин,5,1735880,0
844,2017,36626,I 2012 – 2017 ,лифтбек,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Skoda ,Rapid ,,1.6 LTR ,110, Бензин,5,865300,0
845,2004,142754,III (P12) 2001 – 2008 ,седан,чёрный,механическая,передний,Левый,3 или более,Дубликат,Nissan ,Primera ,,1.6 LTR ,109, Бензин,4,285000,0
846,2019,17001,I 2019 – н.в. ,внедорожник 5 дв.,серый,роботизированная,полный,Левый,3 или более,Оригинал,Haval ,F7 ,,2.0 LTR ,190, Бензин,5,1645000,0
847,2014,55414,II Рестайлинг 2013 – 2018 ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Volvo ,S60 ,,2.0 LTR ,180, Бензин,4,1515000,0
848,2015,96117,I (8U) Рестайлинг 2014 – 2018 ,внедорожник 5 дв.,коричневый,роботизированная,полный,Левый,1 владелец,Оригинал,Audi ,Q3 ,,2.0 LTR ,180, Бензин,5,1499000,0
849,2014,63000,I 2010 – 2015 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Renault ,Duster ,,2.0 LTR ,135, Бензин,5,635000,0
850,2009,193000,I 2007 – 2011 ,внедорожник 5 дв.,чёрный,механическая,передний,Левый,3 или более,Оригинал,Dodge ,Journey ,,2.4 LTR ,175, Бензин,5,529000,0
851,2013,140396,IV 2012 – 2017 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Land Rover ,Range Rover ,,4.4 LTR ,339, Дизель,5,3249000,0
852,2018,48898,I (8U) Рестайлинг 2014 – 2018 ,внедорожник 5 дв.,красный,роботизированная,полный,Левый,2 владельца,Оригинал,Audi ,Q3 ,,2.0 LTR ,180, Бензин,5,2345000,0
853,2013,185000,III 2011 – 2015 ,седан,белый,механическая,передний,Левый,2 владельца,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,4,499000,0
854,2015,181000,II (4M) 2015 – 2019 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Audi ,Q7 ,5 лет и 5 месяцев,3.0 LTR ,333, Бензин,5,2900000,0
855,2015,139408,V 2014 – 2019 ,седан,синий,автоматическая,передний,Левый,3 или более,Дубликат,Ford ,Mondeo ,,2.0 LTR ,199, Бензин,4,1277000,0
856,2011,85000,II (A5) Рестайлинг 2008 – 2013 ,лифтбек,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Skoda ,Octavia ,,1.8 LTR ,152, Бензин,5,603000,0
857,2012,140208,I 2009 – 2012 ,седан,чёрный,механическая,передний,Левый,3 или более,Оригинал,Chevrolet ,Cruze ,,1.8 LTR ,141, Бензин,4,430000,0
858,2012,81000,II (F25) 2010 – 2014 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X3 ,2 года и 3 месяца,2.0 LTR ,245, Бензин,5,1450000,0
859,2020,1400,I (X247) 2019 – н.в. ,внедорожник 5 дв.,чёрный,роботизированная,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLB ,3 месяца,2.0 LTR ,190, Дизель,5,3590000,0
860,2010,47000,I Рестайлинг 2005 – 2011 ,хэтчбек 5 дв.,красный,автоматическая,передний,Левый,3 или более,Оригинал,Hyundai ,Getz ,6 лет,1.4 LTR ,97, Бензин,5,400000,0
861,2018,76115,VIII (XV70) 2017 – н.в. ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1657000,0
862,2017,68802,I 2015 – н.в. ,хэтчбек 5 дв.,коричневый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,XRAY ,,1.6 LTR ,106, Бензин,5,566000,0
863,2019,42000,II 2016 – 2020 ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Volvo ,S90 ,,2.0 LTR ,190, Бензин,4,3050000,0
864,2019,12148,II Рестайлинг 2 2017 – н.в. ,минивэн,серебристый,автоматическая,задний,Левый,2 владельца,Оригинал,Hyundai ,H-1 ,,2.5 LTR ,170, Дизель,5,2899000,0
865,2018,87407,I (X156) Рестайлинг 2017 – 2020 ,внедорожник 5 дв.,синий,роботизированная,передний,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLA ,,1.6 LTR ,150, Бензин,5,1498000,0
866,2020,5426,I 2017 – 2020 ,лифтбек,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Volkswagen ,Arteon ,,2.0 LTR ,190, Бензин,5,3297000,0
867,2014,156911,II Рестайлинг 2013 – 2019 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,2 владельца,Оригинал,Lexus ,GX ,,4.6 LTR ,296, Бензин,5,2899000,0
868,2017,125077,III 2013 – 2019 ,внедорожник 5 дв.,серый,вариатор,передний,Левый,2 владельца,Оригинал,Nissan ,X-Trail ,,2.0 LTR ,144, Бензин,5,1179000,0
869,2011,122300,V250 Рестайлинг 2009 – 2012 ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Chevrolet ,Epica ,,2.0 LTR ,143, Бензин,4,475000,0
870,2019,24553,III Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,белый,вариатор,полный,Левый,1 владелец,Оригинал,Nissan ,X-Trail ,,2.0 LTR ,144, Бензин,5,1848000,0
871,2015,81000,IV (W205) 2014 – 2018 ,седан,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,C-Класс ,,2.0 LTR ,184, Бензин,4,1679000,0
872,2018,68346,I Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Lexus ,NX ,,2.0 LTR ,238, Бензин,5,2994000,0
873,2015,80000,IV 2014 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Chevrolet ,Tahoe ,,6.2 LTR ,409, Бензин,5,2850000,0
874,2015,124771,T6 2015 – 2020 ,минивэн,белый,механическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Caravelle ,,2.0 LTR ,102, Дизель,4,1765000,0
875,2010,132080,VI 2008 – 2012 ,хэтчбек 5 дв.,серебристый,роботизированная,передний,Левый,3 или более,Оригинал,Volkswagen ,Golf ,,1.6 LTR ,102, Бензин,5,530000,0
876,2012,91100,I Рестайлинг 2011 – 2015 ,хэтчбек 5 дв.,чёрный,механическая,передний,Левый,3 или более,Оригинал,Peugeot ,308 ,,1.6 LTR ,120, Бензин,5,370000,0
877,2019,16000,I Рестайлинг 2018 – н.в. ,внедорожник 5 дв.,серый,вариатор,передний,Левый,2 владельца,Оригинал,Chery ,Tiggo 4 ,,2.0 LTR ,122, Бензин,5,1145000,0
878,1990,28000,1967 – 1998 ,седан,зелёный,механическая,задний,Левый,1 владелец,Оригинал,ИЖ ,Москвич-412 ,31 год и 4 месяца,1.5 LTR ,75, Бензин,4,120000,0
879,2010,208000,II 2007 – 2013 ,пикап двойная кабина,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Toyota ,Tundra ,,5.7 LTR ,381, Бензин,4,1899990,0
880,2014,94815,I 2012 – 2016 ,хэтчбек 5 дв.,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Volvo ,V40 Cross Country ,,2.0 LTR ,180, Бензин,5,1220000,0
881,2014,76007,200 Series Рестайлинг 1 2012 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Toyota ,Land Cruiser ,,4.6 LTR ,309, Бензин,5,3860000,0
882,2012,126000,I (8T) Рестайлинг 2011 – 2016 ,лифтбек,белый,роботизированная,полный,Левый,3 или более,Оригинал,Audi ,A5 ,,2.0 LTR ,211, Бензин,5,1300000,0
883,2020,19996,II (W463) 2018 – н.в. ,внедорожник 5 дв.,зелёный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс AMG ,1 год и 3 месяца,4.0 LTR ,585, Бензин,5,18000000,0
884,2004,142754,III (P12) 2001 – 2008 ,седан,чёрный,механическая,передний,Левый,3 или более,Дубликат,Nissan ,Primera ,,1.6 LTR ,109, Бензин,4,285000,0
885,1990,28000,1967 – 1998 ,седан,зелёный,механическая,задний,Левый,1 владелец,Оригинал,ИЖ ,Москвич-412 ,31 год и 4 месяца,1.5 LTR ,75, Бензин,4,120000,0
886,2012,178000,II 2008 – 2017 ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Citroen ,C5 ,,1.6 LTR ,150, Бензин,4,575000,0
887,2015,181000,II (4M) 2015 – 2019 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Audi ,Q7 ,5 лет и 5 месяцев,3.0 LTR ,333, Бензин,5,2900000,0
888,2009,239000,I Рестайлинг 2006 – 2014 ,внедорожник 5 дв.,золотистый,автоматическая,полный,Левый,3 или более,Оригинал,Volvo ,XC90 ,,3.2 LTR ,238, Бензин,5,890000,0
889,2012,81000,II (F25) 2010 – 2014 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X3 ,2 года и 3 месяца,2.0 LTR ,245, Бензин,5,1450000,0
890,2007,281000,III 2006 – 2009 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Honda ,CR-V ,,2.0 LTR ,150, Бензин,5,837777,0
891,2020,1400,I (X247) 2019 – н.в. ,внедорожник 5 дв.,чёрный,роботизированная,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLB ,3 месяца,2.0 LTR ,190, Дизель,5,3590000,0
892,2009,179497,"X (E140, E150) 2006 – 2012 ",универсал 5 дв.,чёрный,вариатор,передний,Правый,3 или более,Оригинал,Toyota ,Corolla ,,1.5 LTR ,110, Бензин,5,550000,0
893,2010,47000,I Рестайлинг 2005 – 2011 ,хэтчбек 5 дв.,красный,автоматическая,передний,Левый,3 или более,Оригинал,Hyundai ,Getz ,6 лет,1.4 LTR ,97, Бензин,5,400000,0
894,2014,149311,T5 Рестайлинг 2009 – 2015 ,минивэн,серый,механическая,передний,Левый,2 владельца,Оригинал,Volkswagen ,Caravelle ,,2.0 LTR ,102, Дизель,4,1670000,0
895,2008,81111,V (R230) Рестайлинг 2 2008 – 2011 ,родстер,синий,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,SL-Класс ,,5.5 LTR ,388, Бензин,2,2400000,0
896,2018,39883,III Prime Рестайлинг 2017 – 2020 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sorento ,,2.2 LTR ,200, Дизель,5,2560000,0
897,2017,47408,II 2016 – 2020 ,хэтчбек 5 дв.,красный,роботизированная,полный,Левый,2 владельца,Оригинал,Porsche ,Panamera ,,4.0 LTR ,550, Бензин,5,8600000,0
898,2019,5320,I Рестайлинг 2 2017 – н.в. ,минивэн,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Grand Starex ,1 месяц,2.5 LTR ,175, Дизель,5,5120000,0
899,2007,325645,VIII 2005 – 2009 ,седан,серый,автоматическая,передний,Левый,2 владельца,Оригинал,Honda ,Civic ,,1.8 LTR ,140, Бензин,4,379000,0
900,2018,30027,III 2015 – 2019 ,лифтбек,коричневый,роботизированная,передний,Левый,1 владелец,Оригинал,Skoda ,Superb ,,1.8 LTR ,180, Бензин,5,1980000,0
901,2013,64000,I 2012 – 2016 ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Citroen ,C-Elysee ,,1.6 LTR ,115, Бензин,4,475000,0
902,2020,54999,T6 Рестайлинг 2019 – н.в. ,минивэн,серебристый,механическая,передний,Левый,2 владельца,Оригинал,Volkswagen ,Caravelle ,,2.0 LTR ,150, Дизель,4,3465000,0
903,2010,152100,I 2007 – 2015 ,минивэн,серый,автоматическая,задний,Левый,3 или более,Оригинал,Hyundai ,Grand Starex ,8 лет и 9 месяцев,2.5 LTR ,145, Дизель,5,1050000,0
904,2014,123905,I 2008 – 2016 ,компактвэн,белый,автоматическая,полный,Правый,1 владелец,Оригинал,Honda ,Freed ,,1.5 LTR ,118, Бензин,5,930000,0
905,2012,178500,I Рестайлинг 2012 – 2017 ,седан,серый,механическая,передний,Левый,2 владельца,Оригинал,Volkswagen ,Passat CC ,,1.8 LTR ,152, Бензин,4,899000,0
906,2010,120000,II 2009 – 2012 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Kia ,Sorento ,,2.2 LTR ,197, Дизель,5,960000,0
907,2014,85012,B7 2011 – 2015 ,седан,чёрный,роботизированная,передний,Левый,2 владельца,Оригинал,Volkswagen ,Passat ,,1.8 LTR ,152, Бензин,4,948700,0
908,2016,239486,IV (WK2) Рестайлинг 2013 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Jeep ,Grand Cherokee ,,3.0 LTR ,238, Бензин,5,1899000,0
909,2013,27381,2011 – 2016 ,универсал 5 дв.,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Fiat ,Freemont ,,2.4 LTR ,170, Бензин,5,1155000,0
910,2010,181000,II (BL) 2008 – 2011 ,седан,синий,автоматическая,передний,Левый,3 или более,Дубликат,Mazda ,3 ,2 месяца,1.6 LTR ,105, Бензин,4,485000,0
911,2012,86749,III (W166) 2011 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Mercedes-Benz ,M-Класс AMG ,8 лет и 5 месяцев,5.5 LTR ,525, Бензин,5,3150000,0
912,2007,118000,I Рестайлинг 2005 – 2012 ,хэтчбек 5 дв.,фиолетовый,механическая,передний,Левый,3 или более,Оригинал,Ford ,Fusion ,,1.6 LTR ,101, Бензин,5,299000,0
913,2011,137000,VI (Y62) 2010 – 2014 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,1 год и 5 месяцев,5.6 LTR ,405, Бензин,5,1479000,0
914,2007,241000,I (S50) Рестайлинг 2006 – 2009 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Infiniti ,FX ,,3.5 LTR ,280, Бензин,5,720000,0
915,2012,126000,I (8T) Рестайлинг 2011 – 2016 ,лифтбек,белый,роботизированная,полный,Левый,3 или более,Оригинал,Audi ,A5 ,,2.0 LTR ,211, Бензин,5,1300000,0
916,2010,180000,IV 2006 – 2013 ,седан,серый,автоматическая,задний,Левый,3 или более,Оригинал,Infiniti ,G ,,2.5 LTR ,222, Бензин,4,899000,0
917,2019,12813,III 2018 – н.в. ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Touareg ,,3.0 LTR ,249, Дизель,5,5149000,0
918,2015,98830,III Рестайлинг 2013 – 2015 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Дубликат,Kia ,Optima ,,2.4 LTR ,180, Бензин,4,1165000,0
919,2017,46000,II 2016 – 2020 ,седан,синий,автоматическая,передний,Левый,3 или более,Оригинал,Volvo ,S90 ,,2.0 LTR ,249, Бензин,4,2425000,0
920,2016,78205,VI (F10/F11/F07) Рестайлинг 2013 – 2017 ,седан,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,BMW ,5 серии ,,2.0 LTR ,184, Бензин,4,1645000,0
921,2020,19996,II (W463) 2018 – н.в. ,внедорожник 5 дв.,зелёный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс AMG ,1 год и 3 месяца,4.0 LTR ,585, Бензин,5,18000000,0
922,2016,120600,IV 2012 – 2017 ,внедорожник 5 дв.,серебристый,вариатор,полный,Левый,1 владелец,Оригинал,Nissan ,Pathfinder ,,3.5 LTR ,249, Бензин,5,1645000,0
923,2011,137000,VI (Y62) 2010 – 2014 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,1 год и 5 месяцев,5.6 LTR ,405, Бензин,5,1479000,0
924,2011,147000,I 2010 – 2015 ,внедорожник 5 дв.,серебристый,механическая,полный,Левый,1 владелец,Оригинал,Great Wall ,Hover H3 ,,2.0 LTR ,122, Бензин,5,395000,0
925,2017,89026,I 2016 – 2020 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Creta ,,2.0 LTR ,149, Бензин,5,1179000,0
926,2020,9971,I 2020 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Geely ,Tugella ,,2.0 LTR ,238, Бензин,5,2675000,0
927,2019,27776,IV 2018 – н.в. ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Santa Fe ,,2.2 LTR ,200, Дизель,5,2799000,0
928,2018,38554,I 2018 – н.в. ,внедорожник 5 дв.,оранжевый,автоматическая,полный,Левый,2 владельца,Оригинал,Audi ,Q8 ,,3.0 LTR ,340, Бензин,5,5399000,0
929,2008,206604,III 2006 – 2009 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,3 или более,Оригинал,Honda ,CR-V ,,2.4 LTR ,166, Бензин,5,950000,0
930,2002,228500,III 1999 – 2006 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Montero ,,3.5 LTR ,200, Бензин,5,375000,0
931,2016,40331,I (X253) 2015 – 2019 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,GLC ,,2.0 LTR ,211, Бензин,5,2299000,0
932,2013,101917,II (U40) Рестайлинг 2010 – 2013 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Toyota ,Highlander ,,3.5 LTR ,273, Бензин,5,1672000,0
933,2002,221300,III (L31) 2001 – 2004 ,седан,коричневый,механическая,передний,Левый,2 владельца,Оригинал,Nissan ,Altima ,,2.5 LTR ,177, Бензин,4,189000,0
934,2017,68000,II Рестайлинг 2014 – 2018 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,Volkswagen ,Touareg ,,3.0 LTR ,245, Дизель,5,3450000,0
935,2019,10700,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,1879000,0
936,2020,30697,III 2020 – н.в. ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,K5 ,,2.0 LTR ,150, Бензин,4,1950000,0
937,2008,215000,VIII 2007 – 2011 ,седан,синий,автоматическая,передний,Левый,3 или более,Дубликат,Honda ,Accord ,,2.0 LTR ,156, Бензин,4,595000,0
938,2011,47866,III (W204) 2006 – 2011 ,седан,чёрный,автоматическая,задний,Левый,2 владельца,Оригинал,Mercedes-Benz ,C-Класс ,,1.8 LTR ,156, Бензин,4,797000,0
939,2010,90220,II 2006 – 2010 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Land Rover ,Freelander ,,2.2 LTR ,160, Дизель,5,795000,0
940,2008,154232,I Рестайлинг 2005 – 2012 ,хэтчбек 5 дв.,красный,механическая,передний,Левый,3 или более,Оригинал,Ford ,Fusion ,,1.4 LTR ,80, Бензин,5,275000,0
941,2019,19000,VI (G11/G12) Рестайлинг 2019 – н.в. ,седан,коричневый,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,7 серии ,,6.6 LTR ,609, Бензин,4,9900000,0
942,2020,1962,I (G07) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X7 ,,3.0 LTR ,400, Дизель,5,10953800,0
943,2011,109000,IV Рестайлинг 2010 – 2014 ,седан,белый,роботизированная,передний,Левый,2 владельца,Оригинал,Ford ,Mondeo ,,2.0 LTR ,200, Бензин,4,649000,0
944,2007,234335,II Рестайлинг 2006 – 2009 ,седан,серый,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Avensis ,,2.0 LTR ,147, Бензин,4,574000,0
945,2016,83111,III (GJ) Рестайлинг 2015 – 2018 ,седан,коричневый,автоматическая,передний,Левый,2 владельца,Оригинал,Mazda ,6 ,,2.0 LTR ,150, Бензин,4,1147000,0
946,2012,148000,VI 2008 – 2012 ,хэтчбек 5 дв.,белый,роботизированная,передний,Левый,3 или более,Оригинал,Volkswagen ,Golf ,,1.4 LTR ,122, Бензин,5,535000,0
947,2008,189600,II 1999 – 2012 ,седан,красный,механическая,передний,Левый,3 или более,Оригинал,Hyundai ,Accent ,,1.5 LTR ,102, Бензин,4,350000,0
948,2009,304390,I Рестайлинг 2006 – 2011 ,внедорожник 5 дв.,серебристый,механическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.5 LTR ,170, Дизель,5,519000,0
949,2016,69000,I 2016 – 2020 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,Hyundai ,Creta ,,2.0 LTR ,149, Бензин,5,1115000,0
950,2011,138000,I Рестайлинг 2009 – 2012 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mazda ,CX-7 ,,2.3 LTR ,238, Бензин,5,720000,0
951,2014,123000,II 2013 – 2019 ,внедорожник 5 дв.,чёрный,вариатор,передний,Левый,3 или более,Оригинал,Nissan ,Qashqai ,7 лет и 1 месяц,2.0 LTR ,144, Бензин,5,1190000,0
952,2007,276510,V (W221) 2005 – 2009 ,седан,белый,автоматическая,полный,Левый,3 или более,Дубликат,Mercedes-Benz ,S-Класс ,,5.5 LTR ,388, Бензин,4,597000,0
953,2018,141681,I 2015 – н.в. ,универсал 5 дв.,серебристый,роботизированная,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.8 LTR ,122, Бензин,5,619000,0
954,2005,191900,V (Y61) Рестайлинг 2004 – н.в. ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,,3.0 LTR ,160, Дизель,5,1099000,0
955,2015,150214,III Рестайлинг 2014 – 2019 ,хэтчбек 5 дв.,чёрный,автоматическая,передний,Левый,3 или более,Дубликат,Ford ,Focus ,,1.5 LTR ,150, Бензин,5,729000,0
956,2014,76084,I 2012 – 2016 ,внедорожник 5 дв.,серый,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Mokka ,6 лет и 10 месяцев,1.8 LTR ,140, Бензин,5,858000,0
957,2015,131267,I Рестайлинг 2 2014 – 2016 ,внедорожник 5 дв.,бежевый,механическая,полный,Левый,3 или более,Дубликат,УАЗ ,Patriot ,,2.7 LTR ,128, Бензин,5,470000,0
958,2016,61338,III (D10) 2014 – н.в. ,внедорожник 5 дв.,серый,механическая,полный,Левый,1 владелец,Оригинал,Nissan ,Terrano ,,2.0 LTR ,143, Бензин,5,923000,0
959,2004,142754,III (P12) 2001 – 2008 ,седан,чёрный,механическая,передний,Левый,3 или более,Дубликат,Nissan ,Primera ,,1.6 LTR ,109, Бензин,4,285000,0
960,2014,96054,I Рестайлинг 2014 – 2017 ,седан,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,525000,0
961,2009,304390,I Рестайлинг 2006 – 2011 ,внедорожник 5 дв.,серебристый,механическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.5 LTR ,170, Дизель,5,519000,0
962,2019,36900,I Рестайлинг 2017 – 2020 ,лифтбек,коричневый,роботизированная,передний,Левый,1 владелец,Оригинал,Skoda ,Rapid ,,1.4 LTR ,125, Бензин,5,905000,0
963,2009,136960,II Рестайлинг 2008 – 2010 ,внедорожник 5 дв.,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Kia ,Sportage ,,2.0 LTR ,141, Бензин,5,645000,0
964,2008,81111,V (R230) Рестайлинг 2 2008 – 2011 ,родстер,синий,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,SL-Класс ,,5.5 LTR ,388, Бензин,2,2400000,0
965,2019,32358,I 2015 – н.в. ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.8 LTR ,145, Бензин,4,899000,0
966,2019,18501,"II (C118, X118) 2019 – н.в. ",седан,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Mercedes-Benz ,CLA ,,1.3 LTR ,150, Бензин,4,2599000,0
967,2013,122000,VII (XV50) 2011 – 2014 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1165000,0
968,2012,129607,I 2007 – 2015 ,минивэн,серый,автоматическая,задний,Левый,2 владельца,Оригинал,Hyundai ,Grand Starex ,8 лет и 2 месяца,2.5 LTR ,145, Дизель,5,1130000,0
969,2007,281000,III 2006 – 2009 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Honda ,CR-V ,,2.0 LTR ,150, Бензин,5,837777,0
970,2013,90125,III 2012 – 2015 ,внедорожник 5 дв.,чёрный,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,1095000,0
971,2014,169000,III (G15) 2012 – 2018 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Nissan ,Almera ,,1.6 LTR ,102, Бензин,4,349000,0
972,2016,78038,I Рестайлинг 2014 – 2017 ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.4 LTR ,107, Бензин,4,599000,0
973,2010,127353,II (GH) Рестайлинг 2009 – 2013 ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Mazda ,6 ,,2.0 LTR ,147, Бензин,4,659000,0
974,2016,77024,I 2016 – 2020 ,внедорожник 5 дв.,оранжевый,вариатор,передний,Левый,2 владельца,Оригинал,Renault ,Kaptur ,,1.6 LTR ,114, Бензин,5,852000,0
975,2015,114761,IV (C7) Рестайлинг 2014 – 2018 ,седан,чёрный,роботизированная,передний,Левый,2 владельца,Оригинал,Audi ,A6 ,,1.8 LTR ,190, Бензин,4,1370000,0
