,production_date,mileage,model_date,carconfig,colour,transmission,drive_unit,wheel,owners,licence,brand,model_name,age,engine_displacement,power,fuel_type,number_of_doors,price,test
25,2020,30616,F44 2019 – н.в. ,седан,белый,роботизированная,передний,Левый,2 владельца,Оригинал,BMW ,2 серии ,,1.5 LTR ,140, Бензин,4,2197000,0
26,2018,26800,VI Рестайлинг 2017 – н.в. ,купе,красный,автоматическая,задний,Левый,1 владелец,Оригинал,Ford ,Mustang ,,2.3 LTR ,317, Бензин,2,2749000,0
27,2011,117000,I 2008 – 2013 ,внедорожник 5 дв.,бежевый,автоматическая,полный,Левый,2 владельца,Оригинал,Volvo ,XC60 ,,2.4 LTR ,163, Дизель,5,1045000,0
28,2017,59800,IV 2015 – 2018 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Дубликат,Kia ,Optima ,2 года,2.0 LTR ,245, Бензин,4,1395000,0
29,2011,56087,III Рестайлинг 1 2005 – 2012 ,внедорожник 3 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Suzuki ,Jimny ,,1.3 LTR ,85, Бензин,3,849990,0
30,2015,48100,III (C7) Рестайлинг 2014 – 2018 ,универсал 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,Audi ,RS 6 ,5 лет и 11 месяцев,4.0 LTR ,560, Бензин,5,4490000,0
31,2008,35450,II 2008 – 2011 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Honda ,Pilot ,7 месяцев,3.5 LTR ,257, Бензин,5,1095000,0
32,2016,48000,I Рестайлинг 3 2016 – н.в. ,купе,оранжевый,роботизированная,полный,Левый,2 владельца,Оригинал,Nissan ,GT-R ,,3.8 LTR ,555, Бензин,2,6500000,0
33,2004,155000,I 2002 – 2006 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Honda ,Element ,,2.4 LTR ,162, Бензин,5,730000,0
34,2020,35,IV (U70) 2019 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Toyota ,Highlander ,5 месяцев,3.5 LTR ,249, Бензин,5,5110000,0
35,2019,14584,IV 2018 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,2 владельца,Оригинал,Hyundai ,Santa Fe ,,2.4 LTR ,188, Бензин,5,1999000,0
36,2012,144000,2012 – 2015 ,хэтчбек 5 дв.,серый,автоматическая,передний,Левый,2 владельца,Оригинал,Citroen ,DS5 ,,2.0 LTR ,163, Дизель,5,870000,0
37,2004,155000,I 2002 – 2006 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Honda ,Element ,,2.4 LTR ,162, Бензин,5,730000,0
38,2019,14584,IV 2018 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,2 владельца,Оригинал,Hyundai ,Santa Fe ,,2.4 LTR ,188, Бензин,5,1999000,0
39,2012,144000,2012 – 2015 ,хэтчбек 5 дв.,серый,автоматическая,передний,Левый,2 владельца,Оригинал,Citroen ,DS5 ,,2.0 LTR ,163, Дизель,5,870000,0
40,2020,35,IV (U70) 2019 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Toyota ,Highlander ,5 месяцев,3.5 LTR ,249, Бензин,5,5110000,0
41,2012,125373,I (8U) 2011 – 2014 ,внедорожник 5 дв.,белый,роботизированная,полный,Левый,2 владельца,Оригинал,Audi ,Q3 ,,2.0 LTR ,170, Бензин,5,965000,0
42,2019,3342,I 2019 – н.в. ,внедорожник 5 дв.,чёрный,роботизированная,полный,Левый,1 владелец,Оригинал,Haval ,F7 ,,2.0 LTR ,190, Бензин,5,1499000,0
43,2003,175000,V (Y61) 1997 – 2004 ,внедорожник 5 дв.,чёрный,механическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,,3.0 LTR ,158, Дизель,5,850000,0
44,2018,26840,III Рестайлинг 2016 – 2020 ,седан,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,Lexus ,IS ,,2.0 LTR ,245, Бензин,4,2100000,0
45,2004,157000,I 2001 – 2007 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Jeep ,Liberty (North America) ,1 год и 5 месяцев,3.7 LTR ,213, Бензин,5,379000,0
46,2017,82780,II Рестайлинг 2016 – 2019 ,внедорожник 5 дв.,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Ford ,Kuga ,,2.5 LTR ,150, Бензин,5,1215000,0
47,2018,110000,V Рестайлинг 2 2017 – 2019 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,3 или более,Оригинал,Ford ,Explorer ,,3.5 LTR ,249, Бензин,5,2850000,0
48,2000,192000,2000 – 2007 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,3 или более,Дубликат,Audi ,A2 ,12 месяцев,1.4 LTR ,75, Бензин,5,395000,0
49,2010,158000,II 2010 – 2014 ,хэтчбек 5 дв.,синий,роботизированная,передний,Левый,3 или более,Оригинал,Skoda ,Fabia RS ,,1.4 LTR ,180, Бензин,5,600000,0
50,2011,146000,III 2010 – 2013 ,седан,серебристый,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Optima ,,2.0 LTR ,150, Бензин,4,660000,0
51,2017,45304,2015 – 2019 ,внедорожник 5 дв.,синий,роботизированная,полный,Левый,2 владельца,Оригинал,Infiniti ,QX30 ,1 год и 5 месяцев,2.0 LTR ,211, Бензин,5,1847000,0
52,2015,93601,I Рестайлинг 2014 – 2017 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Infiniti ,QX80 ,,5.6 LTR ,405, Бензин,5,2195000,0
53,2013,110000,III 2012 – 2015 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,965000,0
54,2008,105000,I (E71) 2007 – 2012 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X6 ,1 год и 5 месяцев,4.4 LTR ,407, Бензин,5,900000,0
55,2008,152000,I 2007 – 2015 ,минивэн,серый,автоматическая,задний,Левый,3 или более,Оригинал,Hyundai ,Grand Starex ,,2.5 LTR ,145, Дизель,5,890000,0
56,2017,17,I Рестайлинг 1993 – 2020 ,внедорожник 3 дв.,бежевый,механическая,полный,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,,1.7 LTR ,83, Бензин,3,2500000,0
57,2018,38000,II 2016 – 2020 ,хэтчбек 5 дв.,чёрный,роботизированная,полный,Левый,2 владельца,Оригинал,Porsche ,Panamera ,2 года и 11 месяцев,2.9 LTR ,440, Бензин,5,8990000,0
58,2013,154000,200 Series Рестайлинг 1 2012 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Toyota ,Land Cruiser ,,4.6 LTR ,309, Бензин,5,2565000,0
59,2017,23000,III 2014 – н.в. ,минивэн,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Carnival ,,2.2 LTR ,202, Дизель,5,2290000,0
60,2019,43438,III (GJ) Рестайлинг 2 2018 – н.в. ,седан,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Mazda ,6 ,,2.0 LTR ,150, Бензин,4,1595000,0
61,2017,19677,"III (W222, C217) Рестайлинг 2017 – 2020 ",седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,S-Класс AMG ,,4.0 LTR ,612, Бензин,4,12009000,0
62,2020,21191,VIII (DN8) 2019 – н.в. ,седан,серый,автоматическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Sonata ,,2.5 LTR ,180, Бензин,4,1920000,0
63,1963,10000,1956 – 1970 ,седан,чёрный,механическая,задний,Левый,3 или более,Оригинал,ГАЗ ,21 «Волга» ,,2.5 LTR ,75, Бензин,4,1150000,0
64,2013,66000,I 2010 – 2016 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,MINI ,Countryman ,,1.6 LTR ,184, Бензин,5,1019000,0
65,2019,18945,II 2016 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Mazda ,CX-9 ,,2.5 LTR ,231, Бензин,5,3599000,0
66,2012,192435,I (4G) 2010 – 2014 ,лифтбек,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Audi ,A7 ,,3.0 LTR ,245, Дизель,5,1500000,0
67,2020,2400,F82/F83 Рестайлинг 2017 – 2020 ,купе,оранжевый,роботизированная,задний,Левый,1 владелец,Оригинал,BMW ,M4 ,9 месяцев,3.0 LTR ,450, Бензин,2,6500000,0
68,2018,83157,I 2017 – 2020 ,внедорожник 5 дв.,чёрный,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Eclipse Cross ,,1.5 LTR ,150, Бензин,5,1849990,0
69,2012,108045,V 2009 – 2015 ,седан,белый,механическая,передний,Левый,2 владельца,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,105, Бензин,4,340000,0
70,1999,185000,II (W463) 1990 – 2006 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,3 или более,Дубликат,Mercedes-Benz ,G-Класс ,,5.0 LTR ,296, Бензин,5,1070000,0
71,2017,60903,I 2016 – н.в. ,внедорожник 5 дв.,коричневый,роботизированная,полный,Левый,2 владельца,Оригинал,Skoda ,Kodiaq ,,2.0 LTR ,150, Дизель,5,1967000,0
72,2010,41000,I 2008 – 2014 ,кабриолет,чёрный,роботизированная,задний,Левый,3 или более,Дубликат,Ferrari ,California ,,4.3 LTR ,460, Бензин,2,6500000,0
73,2012,108045,V 2009 – 2015 ,седан,белый,механическая,передний,Левый,2 владельца,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,105, Бензин,4,340000,0
74,1999,185000,II (W463) 1990 – 2006 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,3 или более,Дубликат,Mercedes-Benz ,G-Класс ,,5.0 LTR ,296, Бензин,5,1070000,0
75,2017,60903,I 2016 – н.в. ,внедорожник 5 дв.,коричневый,роботизированная,полный,Левый,2 владельца,Оригинал,Skoda ,Kodiaq ,,2.0 LTR ,150, Дизель,5,1967000,0
76,2013,248011,VII Рестайлинг 2011 – 2015 ,пикап двойная кабина,белый,автоматическая,полный,Левый,2 владельца,Оригинал,Toyota ,Hilux ,,3.0 LTR ,170, Дизель,4,1480000,0
77,2017,7200,F82/F83 2014 – 2017 ,купе,синий,роботизированная,задний,Левый,2 владельца,Оригинал,BMW ,M4 ,3 года и 2 месяца,3.0 LTR ,450, Бензин,2,5500000,0
78,2016,165000,I 2016 – 2019 ,седан,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Genesis ,G90 ,5 лет и 1 месяц,3.3 LTR ,370, Бензин,4,2500000,0
79,2011,89000,I Рестайлинг 2009 – 2013 ,хэтчбек 5 дв.,синий,вариатор,передний,Левый,3 или более,Оригинал,Dodge ,Caliber ,,2.0 LTR ,156, Бензин,5,575000,0
80,2010,41000,I 2008 – 2014 ,кабриолет,чёрный,роботизированная,задний,Левый,3 или более,Дубликат,Ferrari ,California ,,4.3 LTR ,460, Бензин,2,6500000,0
81,2015,77000,I (X204) Рестайлинг 2012 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLK-Класс ,,2.0 LTR ,211, Бензин,5,1790000,0
82,2008,83021,2003 – 2009 ,седан,серебристый,механическая,задний,Левый,1 владелец,Оригинал,ГАЗ ,31105 «Волга» ,,2.3 LTR ,131, Бензин,4,179000,0
83,2012,76500,II 2007 – 2013 ,универсал 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC70 ,,2.4 LTR ,163, Дизель,5,1550000,0
84,2012,131000,V 2010 – 2015 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Ford ,Explorer ,,3.5 LTR ,294, Бензин,5,1245000,0
85,2005,165000,B6 2005 – 2010 ,седан,коричневый,автоматическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Passat ,,2.0 LTR ,150, Бензин,4,485000,0
86,2004,177000,I 2002 – 2009 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,Lexus ,GX ,,4.7 LTR ,235, Бензин,5,1520000,0
87,2019,43000,I Рестайлинг 2 2017 – н.в. ,минивэн,чёрный,автоматическая,задний,Левый,1 владелец,Оригинал,Hyundai ,Grand Starex ,,2.5 LTR ,175, Дизель,5,3300000,0
88,2008,288820,VI (XV40) 2006 – 2009 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Дубликат,Toyota ,Camry ,,3.5 LTR ,277, Бензин,4,545000,0
89,2018,83680,I 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Audi ,Q8 ,,3.0 LTR ,340, Бензин,5,5345000,0
90,2016,99285,I 2016 – 2019 ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Genesis ,G90 ,,3.8 LTR ,309, Бензин,4,2015000,0
91,2016,98394,V (B9) 2015 – 2020 ,седан,красный,роботизированная,полный,Левый,3 или более,Оригинал,Audi ,A4 ,,2.0 LTR ,249, Бензин,4,1769000,0
92,2017,99500,II 2017 – 2020 ,универсал 5 дв.,серый,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Insignia ,,1.6 LTR ,136, Дизель,5,1320000,0
93,2010,180000,I Рестайлинг 2006 – 2014 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Volvo ,XC90 ,,2.4 LTR ,185, Дизель,5,1099900,0
94,2018,47868,II (F20/F21) Рестайлинг 2 2017 – 2019 ,хэтчбек 5 дв.,синий,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,1 серии ,,3.0 LTR ,340, Бензин,5,3499000,0
95,2014,127000,VII (XV50) 2011 – 2014 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Camry ,,2.0 LTR ,148, Бензин,4,1115000,0
96,2014,112000,II 2013 – 2019 ,внедорожник 5 дв.,фиолетовый,вариатор,передний,Левый,1 владелец,Оригинал,Nissan ,Qashqai ,,2.0 LTR ,144, Бензин,5,999000,0
97,2012,138000,II Рестайлинг 2009 – 2013 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,170, Бензин,5,815000,0
98,2011,110000,II 2009 – 2012 ,внедорожник 5 дв.,синий,механическая,полный,Левый,3 или более,Дубликат,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,740000,0
99,2010,45000,I 2003 – 2011 ,купе,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Bentley ,Continental GT ,,6.0 LTR ,630, Бензин,2,4700000,0
100,2019,30745,III (W463) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс ,1 год и 4 месяца,4.0 LTR ,422, Бензин,5,12150000,0
101,2016,44539,I (C292) 2015 – 2019 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,Mercedes-Benz ,GLE Coupe AMG ,,5.5 LTR ,585, Бензин,5,4499000,0
102,2019,3900,VIII (992) 2018 – н.в. ,купе,синий,роботизированная,задний,Левый,1 владелец,Оригинал,Porsche ,911 ,1 год и 3 месяца,3.0 LTR ,450, Бензин,2,10500000,0
103,2019,22279,I (G07) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X7 ,,3.0 LTR ,400, Дизель,5,7999000,0
104,2013,137568,T5 Рестайлинг 2009 – 2015 ,минивэн,чёрный,механическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Caravelle ,7 лет и 7 месяцев,2.0 LTR ,102, Дизель,4,1345000,0
105,2019,29000,V Рестайлинг 2014 – 2020 ,седан,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,2 года и 2 месяца,1.6 LTR ,110, Бензин,4,840000,0
106,2007,121530,II Рестайлинг 2006 – 2009 ,седан,серый,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Avensis ,,2.0 LTR ,147, Бензин,4,549000,0
107,2020,2900,V 2018 – н.в. ,пикап двойная кабина,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,RAM ,1500 ,,5.7 LTR ,395, Бензин,4,6995000,0
108,2009,202698,I 2007 – 2011 ,седан,чёрный,автоматическая,задний,Левый,3 или более,Оригинал,Jaguar ,XF ,,3.0 LTR ,238, Бензин,4,649000,0
109,1982,55000,I 1977 – 1993 ,внедорожник 3 дв.,красный,механическая,полный,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,,1.6 LTR ,75, Бензин,3,325000,0
110,2019,29000,V Рестайлинг 2014 – 2020 ,седан,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,2 года и 2 месяца,1.6 LTR ,110, Бензин,4,840000,0
111,2013,137568,T5 Рестайлинг 2009 – 2015 ,минивэн,чёрный,механическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Caravelle ,7 лет и 7 месяцев,2.0 LTR ,102, Дизель,4,1345000,0
112,2020,2900,V 2018 – н.в. ,пикап двойная кабина,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,RAM ,1500 ,,5.7 LTR ,395, Бензин,4,6995000,0
113,2009,202698,I 2007 – 2011 ,седан,чёрный,автоматическая,задний,Левый,3 или более,Оригинал,Jaguar ,XF ,,3.0 LTR ,238, Бензин,4,649000,0
114,2014,127000,VII (XV50) 2011 – 2014 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Camry ,,2.0 LTR ,148, Бензин,4,1115000,0
115,2010,45000,I 2003 – 2011 ,купе,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Bentley ,Continental GT ,,6.0 LTR ,630, Бензин,2,4700000,0
116,2019,30745,III (W463) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс ,1 год и 4 месяца,4.0 LTR ,422, Бензин,5,12150000,0
117,2014,115000,II (S-Cross) 2013 – 2016 ,хэтчбек 5 дв.,серый,механическая,передний,Левый,2 владельца,Оригинал,Suzuki ,SX4 ,,1.6 LTR ,117, Бензин,5,690000,0
118,2019,3900,VIII (992) 2018 – н.в. ,купе,синий,роботизированная,задний,Левый,1 владелец,Оригинал,Porsche ,911 ,1 год и 3 месяца,3.0 LTR ,450, Бензин,2,10500000,0
119,2013,85000,"XI (E160, E170) 2012 – 2016 ",седан,белый,механическая,передний,Левый,2 владельца,Оригинал,Toyota ,Corolla ,,1.6 LTR ,122, Бензин,4,815000,0
120,2017,112800,IV 2012 – 2017 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Land Rover ,Range Rover ,,4.4 LTR ,339, Дизель,5,5100000,0
121,2020,15388,I (G07) 2018 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X7 ,,3.0 LTR ,249, Дизель,5,7699000,0
122,2015,141606,VII (B17) 2012 – 2017 ,седан,белый,вариатор,передний,Левый,3 или более,Дубликат,Nissan ,Sentra ,,1.6 LTR ,117, Бензин,4,500000,0
123,1982,55000,I 1977 – 1993 ,внедорожник 3 дв.,красный,механическая,полный,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,,1.6 LTR ,75, Бензин,3,325000,0
124,2008,154582,IV (KK) 2007 – 2012 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,2 владельца,Оригинал,Jeep ,Cherokee ,12 лет и 10 месяцев,2.8 LTR ,177, Дизель,5,849000,0
125,2013,114091,III 2013 – 2016 ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Cerato ,,2.0 LTR ,150, Бензин,4,795000,0
126,2020,14126,III (G06) 2019 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X6 ,9 месяцев,3.0 LTR ,340, Бензин,5,6799000,0
127,2008,165398,I Рестайлинг 2006 – 2011 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.5 LTR ,170, Дизель,5,545000,0
128,1979,145000,1977 – 1995 ,купе,чёрный,механическая,задний,Левый,3 или более,Оригинал,Porsche ,928 ,,4.5 LTR ,241, Бензин,2,1700000,0
129,2019,9000,II (W463) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,G-Класс AMG ,1 год и 12 месяцев,4.0 LTR ,585, Бензин,5,18600000,0
130,2020,10340,III (G06) 2019 – н.в. ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X6 ,1 год,3.0 LTR ,249, Дизель,5,7194000,0
131,2018,57453,V Рестайлинг 2 2017 – 2019 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,2 владельца,Оригинал,Ford ,Explorer ,,3.5 LTR ,249, Бензин,5,2757000,0
132,2011,122000,I 2007 – 2015 ,минивэн,серый,автоматическая,задний,Левый,1 владелец,Оригинал,Hyundai ,Grand Starex ,,2.5 LTR ,145, Дизель,5,1065000,0
133,2019,9100,III 2014 – н.в. ,минивэн,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Carnival ,1 год и 9 месяцев,2.2 LTR ,202, Дизель,5,2530000,0
134,2015,72516,II 2011 – 2015 ,купе,голубой,автоматическая,полный,Левый,1 владелец,Оригинал,Bentley ,Continental GT ,,6.0 LTR ,575, Бензин,2,5599000,0
135,2018,46494,I 2017 – 2020 ,внедорожник 5 дв.,серый,вариатор,передний,Левый,1 владелец,Оригинал,Mitsubishi ,Eclipse Cross ,,1.5 LTR ,150, Бензин,5,1648000,0
136,2014,154000,IV Рестайлинг 2013 – 2016 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Land Rover ,Discovery ,,3.0 LTR ,249, Дизель,5,2049000,0
137,2018,11976,III 2018 – н.в. ,хэтчбек 5 дв.,белый,роботизированная,передний,Левый,3 или более,Оригинал,Kia ,Ceed ,,1.4 LTR ,140, Бензин,5,1360000,0
