,production_date,mileage,model_date,carconfig,colour,transmission,drive_unit,wheel,owners,licence,brand,model_name,age,engine_displacement,power,fuel_type,number_of_doors,price,test
0,2013,93000,II Рестайлинг 2 2012 – 2014 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Land Rover ,Freelander ,,2.2 LTR ,150, Дизель,5,1700000,0
1,2010,95000,III Рестайлинг 2009 – 2012 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Honda ,CR-V ,7 лет и 1 месяц,2.0 LTR ,150, Бензин,5,1080000,0
2,2018,46815,IV Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Land Rover ,Range Rover ,3 года и 3 месяца,4.4 LTR ,339, Дизель,5,7499999,0
3,2007,171000,I Рестайлинг 2005 – 2012 ,хэтчбек 5 дв.,зелёный,механическая,передний,Левый,3 или более,Дубликат,Ford ,Fusion ,,1.4 LTR ,80, Бензин,5,310000,0
4,2016,98000,I Рестайлинг 2013 – 2018 ,седан,белый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Priora ,,1.6 LTR ,87, Бензин,4,357000,0
5,2016,96457,C Рестайлинг 2016 – 2019 ,минивэн,синий,механическая,передний,Левый,1 владелец,Оригинал,Opel ,Zafira ,,1.6 LTR ,135, Дизель,5,1415000,0
6,2015,104000,II 2013 – 2018 ,универсал 5 дв.,оранжевый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Kalina ,5 лет и 7 месяцев,1.6 LTR ,106, Бензин,5,415000,0
7,2020,704,II (G14/G15/G16) 2018 – н.в. ,седан,серый,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,8 серии ,,3.0 LTR ,320, Дизель,4,7149000,0
8,2012,75431,II (W218) 2011 – 2014 ,седан,серый,автоматическая,задний,Левый,2 владельца,Оригинал,Mercedes-Benz ,CLS AMG ,3 года и 7 месяцев,5.5 LTR ,525, Бензин,4,3150000,0
9,2008,97000,I 2004 – 2013 ,универсал 5 дв.,синий,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Kalina ,,1.6 LTR ,81, Бензин,5,199000,0
10,2018,19214,II Рестайлинг 2016 – 2019 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Ford ,Kuga ,,1.5 LTR ,150, Бензин,5,1510000,0
11,2006,190000,I 2002 – 2009 ,седан,серебристый,механическая,передний,Левый,3 или более,Оригинал,Chevrolet ,Lanos ,,1.5 LTR ,86, Бензин,4,55000,0
12,2007,180000,1982 – 2012 ,седан,синий,механическая,задний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,2107 ,,1.6 LTR ,74, Бензин,4,40000,0
13,2013,174000,III Рестайлинг 2010 – 2015 ,фургон,белый,механическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Caddy ,2 года и 12 месяцев,1.2 LTR ,86, Бензин,4,545000,0
14,2016,201000,IV (W205) 2014 – 2018 ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,C-Класс ,,2.0 LTR ,184, Бензин,4,1540000,0
15,2009,108000,I Рестайлинг 2008 – 2016 ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,Daewoo ,Nexia ,,1.6 LTR ,109, Бензин,4,159000,0
16,2007,5700,I 2003 – 2008 ,купе,оранжевый,роботизированная,полный,Левый,3 или более,Оригинал,Lamborghini ,Gallardo ,,5.0 LTR ,520, Бензин,2,7500000,0
17,2015,76000,"IV (W212, S212, C207) Рестайлинг 2013 – 2016 ",седан,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,E-Класс ,,2.1 LTR ,204, Дизель,4,1750000,0
18,2010,86000,III Рестайлинг 2008 – 2012 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Suzuki ,Grand Vitara ,4 года и 9 месяцев,2.4 LTR ,169, Бензин,5,850000,0
19,2018,52582,I Рестайлинг 3 2016 – н.в. ,внедорожник 5 дв.,серый,механическая,полный,Левый,1 владелец,Оригинал,УАЗ ,Patriot ,,2.7 LTR ,135, Бензин,5,729000,0
20,2012,168081,IV (DS/DJ) 2008 – 2019 ,пикап двойная кабина,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Dodge ,RAM ,2 года и 11 месяцев,5.7 LTR ,396, Бензин,4,2299999,0
21,2015,76293,III Рестайлинг 2 2015 – 2018 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,,2.0 LTR ,146, Бензин,5,1330000,0
22,2017,118750,I 2015 – н.в. ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,535000,0
23,2020,2500,I (F39) 2017 – н.в. ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X2 ,,2.0 LTR ,150, Дизель,5,2960000,0
24,2014,66160,I Рестайлинг 2014 – 2017 ,седан,красный,механическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,605000,0
25,2009,148000,I 2006 – 2010 ,внедорожник 5 дв.,серый,вариатор,полный,Левый,2 владельца,Оригинал,Nissan ,Qashqai ,,2.0 LTR ,141, Бензин,5,710000,0
26,2012,148000,III (XA30) Рестайлинг 2010 – 2014 ,внедорожник 5 дв.,красный,вариатор,полный,Левый,2 владельца,Оригинал,Toyota ,RAV4 ,,2.0 LTR ,148, Бензин,5,1285000,0
27,2017,65000,I 2016 – н.в. ,минивэн,бежевый,автоматическая,передний,Левый,1 владелец,Оригинал,Citroen ,SpaceTourer ,,2.0 LTR ,150, Дизель,5,2295000,0
28,2017,55298,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,1576000,0
29,2020,1674,I (G07) 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X7 ,,3.0 LTR ,400, Дизель,5,11520400,0
30,2012,160233,I Рестайлинг 2010 – 2013 ,внедорожник 5 дв.,белый,вариатор,передний,Левый,2 владельца,Оригинал,Nissan ,Qashqai ,,2.0 LTR ,141, Бензин,5,790000,0
31,2004,175157,IV 1997 – 2006 ,универсал 5 дв.,серебристый,механическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Golf ,,1.4 LTR ,75, Бензин,5,265000,0
32,2018,111595,III Рестайлинг 2 2015 – 2018 ,внедорожник 5 дв.,коричневый,вариатор,передний,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,2 года и 10 месяцев,2.0 LTR ,146, Бензин,5,1320000,0
33,2013,69326,I Рестайлинг 2013 – 2017 ,внедорожник 5 дв.,чёрный,роботизированная,передний,Левый,2 владельца,Оригинал,Volvo ,XC60 ,,2.0 LTR ,240, Бензин,5,1633000,0
34,2017,42000,I (F26) 2014 – 2018 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X4 ,,2.0 LTR ,184, Бензин,5,2433000,0
35,2019,29368,I 2016 – н.в. ,внедорожник 5 дв.,серый,механическая,передний,Левый,1 владелец,Оригинал,Geely ,Atlas ,,2.0 LTR ,139, Бензин,5,1200000,0
36,2020,13612,VIII (XV70) 2017 – н.в. ,седан,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,2169000,0
37,2017,42000,I (F26) 2014 – 2018 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X4 ,,2.0 LTR ,184, Бензин,5,2433000,0
38,2013,104226,I Рестайлинг 2010 – 2013 ,внедорожник 5 дв.,коричневый,вариатор,передний,Левый,2 владельца,Оригинал,Nissan ,Qashqai ,,1.6 LTR ,117, Бензин,5,800000,0
39,2005,114000,VI (997) 2004 – 2009 ,купе,серый,автоматическая,полный,Левый,3 или более,Оригинал,Porsche ,911 ,,3.6 LTR ,325, Бензин,2,2300000,0
40,2020,13612,VIII (XV70) 2017 – н.в. ,седан,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,2169000,0
41,2015,76000,"IV (W212, S212, C207) Рестайлинг 2013 – 2016 ",седан,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,E-Класс ,,2.1 LTR ,204, Дизель,4,1750000,0
42,2017,83050,III Рестайлинг (Classic) 2016 – 2020 ,седан,белый,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Cerato ,,1.6 LTR ,130, Бензин,4,970000,0
43,2016,111878,I 2016 – 2020 ,внедорожник 5 дв.,голубой,вариатор,передний,Левый,1 владелец,Оригинал,Renault ,Kaptur ,,1.6 LTR ,114, Бензин,5,920000,0
44,2011,183000,I 2007 – 2013 ,универсал 5 дв.,синий,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Priora ,,1.6 LTR ,98, Бензин,5,150000,0
45,2019,29368,I 2016 – н.в. ,внедорожник 5 дв.,серый,механическая,передний,Левый,1 владелец,Оригинал,Geely ,Atlas ,,2.0 LTR ,139, Бензин,5,1200000,0
46,2002,82000,1997 – 2008 ,седан,серый,механическая,задний,Левый,1 владелец,Оригинал,ГАЗ ,3110 «Волга» ,,2.3 LTR ,131, Бензин,4,120000,0
47,2016,103123,I (F26) 2014 – 2018 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X4 ,,2.0 LTR ,184, Бензин,5,2154000,0
48,2011,175000,III 2010 – 2014 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,3 или более,Оригинал,Kia ,Sportage ,10 лет и 5 месяцев,2.0 LTR ,261, Бензин,5,950000,0
49,2019,57451,I 2016 – н.в. ,внедорожник 5 дв.,бежевый,автоматическая,полный,Левый,1 владелец,Оригинал,Geely ,Atlas ,,1.8 LTR ,184, Бензин,5,1490000,0
50,2015,81814,III Рестайлинг 2014 – 2016 ,внедорожник 5 дв.,серый,механическая,полный,Левый,1 владелец,Оригинал,Kia ,Sportage ,,2.0 LTR ,150, Бензин,5,1005000,0
51,2016,130859,I (F26) 2014 – 2018 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,X4 ,,2.0 LTR ,190, Дизель,5,2199000,0
52,2019,12633,VII (G2x) 2018 – н.в. ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,BMW ,3 серии ,,3.0 LTR ,265, Дизель,4,3990000,0
53,2014,113340,I Рестайлинг 2012 – 2016 ,внедорожник 5 дв.,серебристый,вариатор,передний,Левый,1 владелец,Оригинал,Mitsubishi ,ASX ,,1.8 LTR ,140, Бензин,5,979000,0
54,2008,209162,III 2004 – 2011 ,хэтчбек 5 дв.,красный,автоматическая,передний,Левый,3 или более,Оригинал,Suzuki ,Swift ,,1.5 LTR ,102, Бензин,5,330000,0
55,2016,47220,II 2014 – 2019 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC90 ,,2.0 LTR ,225, Дизель,5,3327000,0
56,2017,90693,B8 2014 – 2020 ,универсал 5 дв.,белый,роботизированная,передний,Левый,2 владельца,Оригинал,Volkswagen ,Passat ,,1.8 LTR ,180, Бензин,5,1399000,0
57,2015,105760,I 2015 – 2019 ,седан,синий,автоматическая,задний,Левый,3 или более,Оригинал,Jaguar ,XE ,,2.0 LTR ,200, Бензин,4,1350000,0
58,2019,43101,II 2016 – 2020 ,внедорожник 5 дв.,красный,роботизированная,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,1.4 LTR ,150, Бензин,5,1859000,0
59,2012,145000,I 2010 – 2015 ,внедорожник 5 дв.,коричневый,механическая,полный,Левый,1 владелец,Оригинал,Renault ,Duster ,,1.6 LTR ,102, Бензин,5,590000,0
60,2017,75000,III (8V) Рестайлинг 2016 – 2020 ,седан,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Audi ,A3 ,,1.4 LTR ,150, Бензин,4,1219000,0
61,2013,125788,I Рестайлинг 2012 – 2017 ,внедорожник 5 дв.,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Venza ,,2.7 LTR ,185, Бензин,5,1575000,0
62,2015,84460,I 2012 – 2017 ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Peugeot ,408 ,,1.6 LTR ,120, Бензин,4,575000,0
63,2015,110694,I Рестайлинг 2013 – 2015 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,1210000,0
64,2012,169992,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,1143000,0
65,2020,10000,III 2018 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Touareg ,,2.0 LTR ,249, Бензин,5,4485000,0
66,2009,142000,I 2007 – 2013 ,седан,белый,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,Priora ,,1.6 LTR ,98, Бензин,4,155000,0
67,2013,107393,I (E71) Рестайлинг 2012 – 2014 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X6 ,,3.0 LTR ,306, Бензин,5,1825000,0
68,2015,104700,I (C292) 2015 – 2019 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,GLE Coupe ,,3.0 LTR ,333, Бензин,5,3359000,0
69,2010,187830,II 2007 – 2011 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,3 или более,Оригинал,Nissan ,X-Trail ,,2.0 LTR ,141, Бензин,5,750000,0
70,2019,51921,II Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,2 владельца,Оригинал,Land Rover ,Range Rover Sport ,,3.0 LTR ,249, Дизель,5,5347000,0
71,2018,115301,B8 2014 – 2020 ,универсал 5 дв.,серебристый,роботизированная,передний,Левый,1 владелец,Оригинал,Volkswagen ,Passat ,,2.0 LTR ,150, Дизель,5,1749000,0
72,2012,130035,"IV (W212, S212, C207) 2009 – 2013 ",купе-хардтоп,белый,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,E-Класс ,,1.8 LTR ,184, Бензин,2,1049000,0
73,2017,109032,I 2016 – 2020 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Creta ,,2.0 LTR ,149, Бензин,5,1179000,0
74,2008,140000,I 2006 – 2010 ,универсал 5 дв.,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Ceed ,,1.6 LTR ,122, Бензин,5,465000,0
75,2005,191900,V (Y61) Рестайлинг 2004 – н.в. ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,,3.0 LTR ,160, Дизель,5,1099000,0
76,2020,23353,II 2014 – н.в. ,минивэн,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,V-Класс ,,2.1 LTR ,163, Дизель,5,5450000,0
77,2015,104700,I (C292) 2015 – 2019 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,GLE Coupe ,,3.0 LTR ,333, Бензин,5,3359000,0
78,2018,38661,II Рестайлинг 2016 – 2019 ,хэтчбек 5 дв.,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Soul ,,1.6 LTR ,132, Бензин,5,1395000,0
79,2017,58408,II 2014 – 2019 ,внедорожник 5 дв.,серый,автоматическая,передний,Левый,1 владелец,Оригинал,Suzuki ,Vitara ,,1.6 LTR ,117, Бензин,5,1285000,0
80,2020,9900,III (G01) 2017 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X3 ,,2.0 LTR ,190, Дизель,5,3907000,0
81,2019,42733,II 2017 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC60 ,,2.0 LTR ,190, Дизель,5,3813363,0
82,2006,162000,I (A4) Рестайлинг 2000 – 2011 ,лифтбек,чёрный,механическая,передний,Левый,2 владельца,Оригинал,Skoda ,Octavia ,,1.8 LTR ,150, Бензин,5,299000,0
83,2017,136645,V 2016 – н.в. ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Land Rover ,Discovery ,,3.0 LTR ,249, Дизель,5,3498000,0
84,2012,155526,II 2010 – 2014 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Volkswagen ,Touareg ,,3.6 LTR ,249, Бензин,5,1480000,0
85,2012,169992,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,1143000,0
86,2018,115301,B8 2014 – 2020 ,универсал 5 дв.,серебристый,роботизированная,передний,Левый,1 владелец,Оригинал,Volkswagen ,Passat ,,2.0 LTR ,150, Дизель,5,1749000,0
87,2014,113340,I Рестайлинг 2012 – 2016 ,внедорожник 5 дв.,серебристый,вариатор,передний,Левый,1 владелец,Оригинал,Mitsubishi ,ASX ,,1.8 LTR ,140, Бензин,5,979000,0
88,2016,117217,III Prime 2014 – 2017 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sorento ,,2.2 LTR ,200, Дизель,5,1830000,0
89,2016,160711,II 2012 – 2018 ,седан,чёрный,механическая,передний,Левый,3 или более,Оригинал,Renault ,Logan ,,1.6 LTR ,102, Бензин,4,460000,0
90,2018,40749,IV 2017 – 2020 ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.4 LTR ,100, Бензин,4,835000,0
91,2013,123956,I 2011 – 2018 ,седан,синий,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Granta ,,1.6 LTR ,87, Бензин,4,245000,0
92,2018,53423,IV (W205) Рестайлинг 2018 – н.в. ,купе,чёрный,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,C-Класс ,,1.6 LTR ,150, Бензин,2,2949000,0
93,2018,48000,II 2016 – 2020 ,внедорожник 5 дв.,белый,роботизированная,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,180, Бензин,5,1876000,0
94,2008,133000,I 2005 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Chery ,Tiggo (T11) ,,2.0 LTR ,136, Бензин,5,299000,0
95,2005,165000,B6 2005 – 2010 ,седан,коричневый,автоматическая,передний,Левый,3 или более,Оригинал,Volkswagen ,Passat ,,2.0 LTR ,150, Бензин,4,485000,0
96,2011,237266,I (E71) 2007 – 2012 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X6 ,,3.0 LTR ,245, Дизель,5,1549000,0
97,2011,99099,I Рестайлинг 2010 – 2013 ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Nissan ,Tiida ,,1.6 LTR ,110, Бензин,4,529000,0
98,2010,187830,II 2007 – 2011 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,3 или более,Оригинал,Nissan ,X-Trail ,,2.0 LTR ,141, Бензин,5,750000,0
99,2013,125788,I Рестайлинг 2012 – 2017 ,внедорожник 5 дв.,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Venza ,,2.7 LTR ,185, Бензин,5,1575000,0
100,2014,122700,"VI (W222, C217) 2013 – 2017 ",седан,серебристый,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,S-Класс ,,3.0 LTR ,249, Дизель,4,3177000,0
101,2005,297139,IX 2000 – 2007 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Mitsubishi ,Lancer ,,1.6 LTR ,98, Бензин,4,190000,0
102,2013,105000,II 2011 – 2015 ,хэтчбек 5 дв.,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Picanto ,,1.3 LTR ,85, Бензин,5,625000,0
103,2009,209065,II 2005 – 2009 ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.4 LTR ,97, Бензин,4,354000,0
104,2012,140995,I 2010 – 2014 ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.4 LTR ,107, Бензин,5,490000,0
105,2012,168081,IV (DS/DJ) 2008 – 2019 ,пикап двойная кабина,чёрный,автоматическая,полный,Левый,3 или более,Оригинал,Dodge ,RAM ,2 года и 11 месяцев,5.7 LTR ,396, Бензин,4,2299999,0
106,2018,52939,III 2015 – н.в. ,внедорожник 5 дв.,коричневый,механическая,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Pajero Sport ,,2.4 LTR ,181, Дизель,5,2300000,0
107,2013,107393,I (E71) Рестайлинг 2012 – 2014 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X6 ,,3.0 LTR ,306, Бензин,5,1825000,0
108,2016,85386,IV 2015 – 2018 ,седан,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Optima ,,2.0 LTR ,150, Бензин,4,1359000,0
109,2015,96400,I 2011 – 2016 ,внедорожник 5 дв.,чёрный,механическая,передний,Левый,2 владельца,Оригинал,Geely ,Emgrand X7 ,,2.0 LTR ,139, Бензин,5,550000,0
110,2018,34150,III Рестайлинг 3 2018 – н.в. ,внедорожник 5 дв.,серый,вариатор,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Outlander ,,2.0 LTR ,146, Бензин,5,1805000,0
111,2011,237266,I (E71) 2007 – 2012 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,3 или более,Оригинал,BMW ,X6 ,,3.0 LTR ,245, Дизель,5,1549000,0
112,2016,160711,II 2012 – 2018 ,седан,чёрный,механическая,передний,Левый,3 или более,Оригинал,Renault ,Logan ,,1.6 LTR ,102, Бензин,4,460000,0
113,2019,6170,I Рестайлинг 2019 – н.в. ,внедорожник 5 дв.,красный,автоматическая,полный,Левый,1 владелец,Оригинал,Cadillac ,XT5 ,,3.7 LTR ,314, Бензин,5,3540000,0
114,2014,53492,D Рестайлинг II 2011 – 2014 ,хэтчбек 3 дв.,белый,автоматическая,передний,Левый,3 или более,Оригинал,Opel ,Corsa ,,1.4 LTR ,100, Бензин,3,599000,0
115,2018,53423,IV (W205) Рестайлинг 2018 – н.в. ,купе,чёрный,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,C-Класс ,,1.6 LTR ,150, Бензин,2,2949000,0
116,2007,180000,1982 – 2012 ,седан,синий,механическая,задний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,2107 ,,1.6 LTR ,74, Бензин,4,40000,0
117,2015,45311,II 2012 – 2016 ,внедорожник 5 дв.,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Ford ,Kuga ,,2.5 LTR ,150, Бензин,5,1175000,0
118,2018,58650,IV (C7) Рестайлинг 2014 – 2018 ,седан,чёрный,роботизированная,полный,Левый,2 владельца,Оригинал,Audi ,A6 ,,2.0 LTR ,249, Бензин,4,2329000,0
119,2020,25000,II Рестайлинг 2017 – н.в. ,внедорожник 5 дв.,красный,вариатор,полный,Левый,1 владелец,Оригинал,Nissan ,Qashqai ,,2.0 LTR ,144, Бензин,5,1920000,0
120,2018,53898,I 2016 – 2020 ,внедорожник 5 дв.,бежевый,автоматическая,полный,Левый,1 владелец,Оригинал,Renault ,Kaptur ,,2.0 LTR ,143, Бензин,5,1245000,0
121,2013,105000,II 2011 – 2015 ,хэтчбек 5 дв.,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Picanto ,,1.3 LTR ,85, Бензин,5,625000,0
122,2011,99099,I Рестайлинг 2010 – 2013 ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Nissan ,Tiida ,,1.6 LTR ,110, Бензин,4,529000,0
123,2013,126000,II 2011 – 2015 ,седан,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Chevrolet ,Aveo ,,1.6 LTR ,115, Бензин,4,420000,0
124,2011,128003,II 2007 – 2013 ,универсал 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC70 ,,2.4 LTR ,215, Дизель,5,1507000,0
125,2005,191900,V (Y61) Рестайлинг 2004 – н.в. ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,3 или более,Оригинал,Nissan ,Patrol ,,3.0 LTR ,160, Дизель,5,1099000,0
126,2013,153010,I Рестайлинг 2013 – 2015 ,внедорожник 5 дв.,коричневый,автоматическая,передний,Левый,2 владельца,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,804000,0
127,2018,38661,II Рестайлинг 2016 – 2019 ,хэтчбек 5 дв.,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Soul ,,1.6 LTR ,132, Бензин,5,1395000,0
128,2012,233000,II (E70) Рестайлинг 2010 – 2013 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,BMW ,X5 ,,3.0 LTR ,306, Дизель,5,1629000,0
129,2011,138000,I Рестайлинг 2009 – 2015 ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Renault ,Logan ,,1.6 LTR ,103, Бензин,4,325000,0
130,1997,167000,I Рестайлинг 1993 – 2020 ,внедорожник 3 дв.,жёлтый,механическая,полный,Левый,3 или более,Дубликат,LADA (ВАЗ) ,2121 (4x4) ,16 лет и 1 месяц,1.7 LTR ,80," Бензин, газобаллонное оборудование",3,98000,0
131,2018,52939,III 2015 – н.в. ,внедорожник 5 дв.,коричневый,механическая,полный,Левый,1 владелец,Оригинал,Mitsubishi ,Pajero Sport ,,2.4 LTR ,181, Дизель,5,2300000,0
132,2009,244697,II 2007 – 2010 ,хэтчбек 5 дв.,синий,автоматическая,передний,Левый,3 или более,Оригинал,Skoda ,Fabia ,,1.6 LTR ,105, Бензин,5,390000,0
133,2012,102600,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,чёрный,вариатор,передний,Левый,2 владельца,Оригинал,Toyota ,RAV4 ,,2.0 LTR ,146, Бензин,5,1167000,0
134,2017,67311,II 2017 – 2020 ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.4 LTR ,100, Бензин,4,772000,0
135,2017,296000,VI (AD) 2015 – 2019 ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Elantra ,,2.0 LTR ,150, Бензин,4,777000,0
136,2020,9694,I 2019 – н.в. ,хэтчбек 5 дв.,чёрный,роботизированная,передний,Левый,1 владелец,Оригинал,Kia ,XCeed ,,1.4 LTR ,140, Бензин,5,1729900,0
137,2018,124236,I 2016 – 2020 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Renault ,Kaptur ,,2.0 LTR ,143, Бензин,5,1129000,0
