,production_date,mileage,model_date,carconfig,colour,transmission,drive_unit,wheel,owners,licence,brand,model_name,age,engine_displacement,power,fuel_type,number_of_doors,price,test
1510,2016,49533,III Рестайлинг 2015 – 2018 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Santa Fe ,,2.4 LTR ,171, Бензин,5,1788420,0
1511,2018,68673,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,1909000,0
1512,2015,113553,II 2012 – 2015 ,универсал 5 дв.,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Ceed ,,1.6 LTR ,129, Бензин,5,877000,0
1513,2020,5094,I 2016 – н.в. ,внедорожник 5 дв.,зелёный,роботизированная,полный,Левый,1 владелец,Оригинал,Skoda ,Kodiaq ,,1.4 LTR ,150, Бензин,5,2450000,0
1514,2006,212009,I Рестайлинг 2 2004 – 2011 ,седан,серебристый,механическая,передний,Левый,2 владельца,Оригинал,Kia ,Spectra ,,1.6 LTR ,101, Бензин,4,225000,0
1515,2016,66426,III Рестайлинг 2015 – 2017 ,седан,серебристый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,4,750000,0
1516,2013,110000,III 2012 – 2015 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,Outlander ,,2.4 LTR ,167, Бензин,5,965000,0
1517,2016,90363,I 2015 – н.в. ,седан,чёрный,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,620000,0
1518,2018,29000,I 1993 – 2019 ,внедорожник 5 дв.,коричневый,механическая,полный,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2131 (4x4) ,,1.7 LTR ,83, Бензин,5,519000,0
1519,2007,176335,II 1999 – 2012 ,седан,чёрный,механическая,передний,Левый,3 или более,Оригинал,Hyundai ,Accent ,,1.5 LTR ,102, Бензин,4,180000,0
1520,2007,150000,1997 – 2012 ,седан,серебристый,механическая,передний,Левый,1 владелец,Дубликат,LADA (ВАЗ) ,2115 ,,1.6 LTR ,81, Бензин,4,83000,0
1521,2007,157000,III 2006 – 2010 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Chrysler ,Sebring ,,2.7 LTR ,189, Бензин,4,357000,0
1522,2005,318985,III (P12) 2001 – 2008 ,седан,чёрный,вариатор,передний,Левый,2 владельца,Оригинал,Nissan ,Primera ,,2.0 LTR ,140, Бензин,4,245000,0
1523,2007,193000,I 2006 – 2013 ,седан,чёрный,автоматическая,передний,Левый,1 владелец,Оригинал,Nissan ,Almera Classic ,,1.6 LTR ,107, Бензин,4,398000,0
1524,2002,268000,II (XA20) 2000 – 2003 ,внедорожник 5 дв.,зелёный,автоматическая,полный,Левый,3 или более,Оригинал,Toyota ,RAV4 ,,2.0 LTR ,150, Бензин,5,420000,0
1525,2018,37039,II Рестайлинг 2012 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sorento ,,2.4 LTR ,175, Бензин,5,2070000,0
1526,2015,60121,I Рестайлинг (FL) 2011 – 2016 ,внедорожник 5 дв.,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Chery ,Tiggo (T11) ,,1.9 LTR ,132, Бензин,5,600000,0
1527,2012,239800,II (BL) Рестайлинг 2011 – 2013 ,седан,синий,механическая,передний,Левый,2 владельца,Оригинал,Mazda ,3 ,,1.6 LTR ,105, Бензин,4,629000,0
1528,2020,43000,I 2016 – н.в. ,внедорожник 5 дв.,серый,роботизированная,передний,Левый,1 владелец,Оригинал,Skoda ,Kodiaq ,,1.4 LTR ,150, Бензин,5,2145000,0
1529,2008,156000,III (W204) 2006 – 2011 ,седан,чёрный,автоматическая,задний,Левый,3 или более,Оригинал,Mercedes-Benz ,C-Класс ,,1.8 LTR ,184, Бензин,4,639000,0
1530,2017,112000,2015 – н.в. ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,Ravon ,Nexia R3 ,,1.5 LTR ,107, Бензин,4,439000,0
1531,2019,35334,II 2017 – 2020 ,седан,серый,автоматическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,968000,0
1532,2014,104679,II 2012 – 2015 ,хэтчбек 5 дв.,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Ceed ,,1.6 LTR ,129, Бензин,5,830000,0
1533,2013,157000,II 2007 – 2013 ,универсал 5 дв.,красный,автоматическая,полный,Левый,2 владельца,Оригинал,Volvo ,XC70 ,,2.4 LTR ,163, Дизель,5,1192000,0
1534,2019,60000,IV 2018 – н.в. ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Santa Fe ,,2.2 LTR ,200, Дизель,5,2550000,0
1535,2007,171422,I 2002 – 2009 ,седан,синий,механическая,передний,Левый,3 или более,Оригинал,Chevrolet ,Lanos ,,1.5 LTR ,86, Бензин,4,107000,0
1536,2013,115712,J Рестайлинг 2012 – 2017 ,хэтчбек 3 дв.,чёрный,автоматическая,передний,Левый,3 или более,Дубликат,Opel ,Astra ,,1.4 LTR ,140, Бензин,3,680000,0
1537,2017,34428,III 2017 – н.в. ,хэтчбек 5 дв.,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Picanto ,,1.3 LTR ,84, Бензин,5,960000,0
1538,2018,49672,II 2016 – н.в. ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Mazda ,CX-9 ,,2.5 LTR ,231, Бензин,5,2370000,0
1539,2015,136719,I 2011 – 2018 ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Granta ,,1.6 LTR ,87, Бензин,4,329000,0
1540,2011,192000,II 2008 – 2013 ,седан,голубой,автоматическая,передний,Левый,3 или более,Оригинал,Kia ,Cerato ,,1.6 LTR ,126, Бензин,4,560000,0
1541,2008,173710,II 2007 – 2010 ,хэтчбек 5 дв.,синий,автоматическая,передний,Левый,3 или более,Оригинал,Skoda ,Fabia ,,1.6 LTR ,105, Бензин,5,360000,0
1542,2014,107032,I 2014 – 2019 ,седан,белый,механическая,передний,Левый,2 владельца,Оригинал,Datsun ,on-DO ,,1.6 LTR ,87, Бензин,4,350000,0
1543,2012,144076,I (X204) Рестайлинг 2012 – 2015 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Дубликат,Mercedes-Benz ,GLK-Класс ,,3.5 LTR ,249, Бензин,5,1394000,0
1544,2008,195000,II Рестайлинг 2006 – 2009 ,универсал 5 дв.,серый,механическая,передний,Левый,2 владельца,Оригинал,Renault ,Megane ,,1.5 LTR ,105, Дизель,5,275000,0
1545,2018,70894,VIII (XV70) 2017 – н.в. ,седан,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1920000,0
1546,2012,319500,IV 2009 – 2013 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,2 владельца,Дубликат,Land Rover ,Discovery ,,2.7 LTR ,190, Дизель,5,1420000,0
1547,2019,24034,I 2016 – 2020 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Creta ,,1.6 LTR ,121, Бензин,5,1435000,0
1548,2012,154488,II (F20/F21) 2011 – 2015 ,хэтчбек 5 дв.,голубой,автоматическая,задний,Левый,2 владельца,Оригинал,BMW ,1 серии ,,1.6 LTR ,136, Бензин,5,845000,0
1549,2013,95115,I (X204) Рестайлинг 2012 – 2015 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLK-Класс ,,2.1 LTR ,170, Дизель,5,1445000,0
1550,2015,125940,I Рестайлинг 2015 – 2017 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Mazda ,CX-5 ,,2.5 LTR ,192, Бензин,5,1665000,0
1551,2017,52000,I 2015 – н.в. ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,XRAY ,,1.8 LTR ,122, Бензин,5,699000,0
1552,2015,75132,V 2014 – 2019 ,седан,серебристый,автоматическая,передний,Левый,2 владельца,Оригинал,Ford ,Mondeo ,,2.5 LTR ,149, Бензин,4,1099000,0
1553,2018,70894,VIII (XV70) 2017 – н.в. ,седан,белый,автоматическая,передний,Левый,1 владелец,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1920000,0
1554,2012,181432,III 2010 – 2014 ,внедорожник 5 дв.,оранжевый,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sportage ,,2.0 LTR ,150, Бензин,5,930000,0
1555,2015,176779,II (4M) 2015 – 2019 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,Audi ,Q7 ,,3.0 LTR ,249, Дизель,5,3179000,0
1556,2017,52000,I 2015 – н.в. ,хэтчбек 5 дв.,серебристый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,XRAY ,,1.8 LTR ,122, Бензин,5,699000,0
1557,2007,168000,III 2004 – 2009 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,Land Rover ,Discovery ,,2.7 LTR ,190, Дизель,5,765000,0
1558,2018,101414,III Рестайлинг 2015 – 2018 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,Santa Fe ,,2.2 LTR ,200, Дизель,5,1797000,0
1559,2015,125940,I Рестайлинг 2015 – 2017 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Mazda ,CX-5 ,,2.5 LTR ,192, Бензин,5,1665000,0
1560,2018,113412,I 2014 – 2020 ,внедорожник 5 дв.,коричневый,механическая,передний,Левый,1 владелец,Оригинал,Chery ,Tiggo 3 ,3 года и 2 месяца,1.6 LTR ,126, Бензин,5,679000,0
1561,2010,129000,I 2009 – 2014 ,внедорожник 5 дв.,коричневый,роботизированная,передний,Левый,3 или более,Дубликат,Skoda ,Yeti ,,1.2 LTR ,105, Бензин,5,539000,0
1562,2015,108000,IV Рестайлинг 2014 – 2018 ,внедорожник 5 дв.,белый,механическая,полный,Левый,1 владелец,Оригинал,Honda ,CR-V ,,2.0 LTR ,150, Бензин,5,1592000,0
1563,2012,87473,D Рестайлинг II 2011 – 2014 ,хэтчбек 3 дв.,серебристый,механическая,передний,Левый,3 или более,Оригинал,Opel ,Corsa ,,1.2 LTR ,85, Бензин,3,319000,0
1564,2015,87192,I Рестайлинг 2015 – 2017 ,внедорожник 5 дв.,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Mazda ,CX-5 ,,2.0 LTR ,150, Бензин,5,1535000,0
1565,2015,144536,III 2011 – 2015 ,седан,серебристый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.4 LTR ,107, Бензин,4,672800,0
1566,2017,162000,V Рестайлинг 2014 – 2020 ,седан,бежевый,механическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,110, Бензин,4,634000,0
1567,2020,10200,II 2017 – н.в. ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,1 владелец,Оригинал,Volvo ,XC60 ,,2.0 LTR ,190, Дизель,5,4048000,0
1568,2015,140000,VII (XV50) Рестайлинг 2014 – 2017 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Toyota ,Camry ,,2.5 LTR ,181, Бензин,4,1485000,0
1569,2011,122032,IV (C7) 2011 – 2014 ,седан,серый,роботизированная,полный,Левый,2 владельца,Оригинал,Audi ,A6 ,,3.0 LTR ,245, Дизель,4,1345000,0
1570,2013,167773,VI (F10/F11/F07) 2009 – 2013 ,седан,коричневый,автоматическая,задний,Левый,2 владельца,Оригинал,BMW ,5 серии ,,2.0 LTR ,184, Бензин,4,1386000,0
1571,2012,146361,I (X204) 2008 – 2012 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Mercedes-Benz ,GLK-Класс ,,3.0 LTR ,231, Бензин,5,1206400,0
1572,2018,22000,I Рестайлинг 1993 – 2020 ,внедорожник 3 дв.,белый,механическая,полный,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2121 (4x4) ,,1.7 LTR ,83, Бензин,3,460000,0
1573,2018,35948,I 2015 – н.в. ,хэтчбек 5 дв.,белый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,XRAY ,,1.8 LTR ,122, Бензин,5,850000,0
1574,2011,139000,"IV (W212, S212, C207) 2009 – 2013 ",купе-хардтоп,чёрный,автоматическая,задний,Левый,3 или более,Дубликат,Mercedes-Benz ,E-Класс ,,1.8 LTR ,204, Бензин,2,1049000,0
1575,2016,75000,III Рестайлинг 2015 – 2017 ,хэтчбек 5 дв.,голубой,механическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.4 LTR ,107, Бензин,5,589000,0
1576,2020,13490,VII (G30/G31) Рестайлинг 2020 – н.в. ,седан,белый,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,5 серии ,4 месяца,2.0 LTR ,249, Бензин,4,4449000,0
1577,2013,153378,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,зелёный,автоматическая,полный,Левый,1 владелец,Оригинал,Toyota ,RAV4 ,,2.2 LTR ,149, Дизель,5,1528000,0
1578,2015,305,II (F16) 2014 – 2020 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,1 владелец,Оригинал,BMW ,X6 ,,3.0 LTR ,306, Бензин,5,4950000,0
1579,2016,80438,I Рестайлинг 2014 – 2017 ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,717800,0
1580,2009,46000,1982 – 2012 ,седан,синий,механическая,задний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,2107 ,,1.6 LTR ,74, Бензин,4,135000,0
1581,2018,23620,I Рестайлинг 2014 – 2019 ,внедорожник 5 дв.,красный,вариатор,передний,Левый,3 или более,Оригинал,Nissan ,Juke ,,1.6 LTR ,117, Бензин,5,1340000,0
1582,2012,60000,III 2008 – 2014 ,хэтчбек 5 дв.,красный,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Megane ,,1.6 LTR ,100, Бензин,5,630000,0
1583,2013,118376,IV 2012 – 2015 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,1 владелец,Оригинал,Subaru ,Forester ,,2.0 LTR ,150, Бензин,5,1335000,0
1584,2019,19000,I 2015 – н.в. ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,732000,0
1585,2018,66161,IV 2016 – 2018 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sportage ,,2.0 LTR ,150, Бензин,5,1775000,0
1586,2013,197200,2012 – н.в. ,фургон,белый,механическая,передний,Левый,2 владельца,Оригинал,Mercedes-Benz ,Citan ,,1.5 LTR ,90, Дизель,4,585000,0
1587,2017,157279,III Рестайлинг 2015 – 2017 ,седан,серебристый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,4,650000,0
1588,2007,136000,I (A4) Рестайлинг 2000 – 2011 ,лифтбек,чёрный,механическая,передний,Левый,3 или более,Оригинал,Skoda ,Octavia ,,1.4 LTR ,75, Бензин,5,289000,0
1589,2014,105000,II 2012 – 2015 ,хэтчбек 5 дв.,коричневый,механическая,передний,Левый,2 владельца,Оригинал,Kia ,Ceed ,,1.4 LTR ,100, Бензин,5,699000,0
1590,2012,60000,III 2008 – 2014 ,хэтчбек 5 дв.,красный,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Megane ,,1.6 LTR ,100, Бензин,5,630000,0
1591,2018,55344,IV 2017 – 2020 ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,4,779900,0
1592,2016,80438,I Рестайлинг 2014 – 2017 ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,717800,0
1593,2007,136000,I (A4) Рестайлинг 2000 – 2011 ,лифтбек,чёрный,механическая,передний,Левый,3 или более,Оригинал,Skoda ,Octavia ,,1.4 LTR ,75, Бензин,5,289000,0
1594,2018,66161,IV 2016 – 2018 ,внедорожник 5 дв.,серебристый,автоматическая,полный,Левый,1 владелец,Оригинал,Kia ,Sportage ,,2.0 LTR ,150, Бензин,5,1775000,0
1595,2013,197200,2012 – н.в. ,фургон,белый,механическая,передний,Левый,2 владельца,Оригинал,Mercedes-Benz ,Citan ,,1.5 LTR ,90, Дизель,4,585000,0
1596,2014,200000,I 2012 – н.в. ,универсал 5 дв.,бежевый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Largus ,,1.6 LTR ,105, Бензин,5,490000,0
1597,2017,157279,III Рестайлинг 2015 – 2017 ,седан,серебристый,автоматическая,передний,Левый,1 владелец,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,4,650000,0
1598,2012,152823,III Рестайлинг 2009 – 2012 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,3 или более,Оригинал,Honda ,CR-V ,,2.4 LTR ,166, Бензин,5,959900,0
1599,2014,105000,II 2012 – 2015 ,хэтчбек 5 дв.,коричневый,механическая,передний,Левый,2 владельца,Оригинал,Kia ,Ceed ,,1.4 LTR ,100, Бензин,5,699000,0
1600,2012,87499,I 2010 – 2013 ,внедорожник 5 дв.,серый,автоматическая,полный,Левый,1 владелец,Оригинал,Hyundai ,ix35 ,,2.0 LTR ,150, Бензин,5,1030000,0
1601,2015,113991,IV (CA40) 2012 – 2015 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,1 владелец,Оригинал,Toyota ,RAV4 ,,2.0 LTR ,146, Бензин,5,1700000,0
1602,2017,76791,I Рестайлинг 2017 – 2020 ,лифтбек,белый,механическая,передний,Левый,1 владелец,Оригинал,Skoda ,Rapid ,,1.6 LTR ,90, Бензин,5,765000,0
1603,2018,60000,I 2012 – н.в. ,универсал 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Largus ,,1.6 LTR ,106, Бензин,5,670000,0
1604,2012,126000,I 2009 – 2012 ,седан,белый,автоматическая,передний,Левый,2 владельца,Оригинал,Chevrolet ,Cruze ,,1.6 LTR ,109, Бензин,4,539000,0
1605,2018,23000,III 2017 – н.в. ,хэтчбек 5 дв.,бежевый,автоматическая,передний,Левый,2 владельца,Оригинал,Kia ,Picanto ,,1.3 LTR ,84, Бензин,5,932000,0
1606,2013,114000,III (GJ) 2012 – 2015 ,седан,чёрный,автоматическая,передний,Левый,3 или более,Оригинал,Mazda ,6 ,7 лет и 11 месяцев,2.5 LTR ,192, Бензин,4,1070000,0
1607,2016,69000,I Рестайлинг 2011 – 2016 ,внедорожник 5 дв.,коричневый,автоматическая,полный,Левый,1 владелец,Оригинал,Volkswagen ,Tiguan ,,2.0 LTR ,180, Бензин,5,1245000,0
1608,2012,104586,I 2008 – 2012 ,внедорожник 5 дв.,серебристый,роботизированная,полный,Левый,1 владелец,Оригинал,Ford ,Kuga ,,2.0 LTR ,164, Дизель,5,990000,0
1609,2016,50415,II 2013 – 2018 ,хэтчбек 5 дв.,чёрный,механическая,передний,Левый,1 владелец,Оригинал,Renault ,Sandero ,,1.6 LTR ,82, Бензин,5,680000,0
1610,2013,78000,I Рестайлинг 2000 – 2015 ,хэтчбек 5 дв.,бежевый,механическая,передний,Левый,1 владелец,Оригинал,Daewoo ,Matiz ,,0.8 LTR ,52, Бензин,5,185000,0
1611,2013,171387,I 2010 – 2014 ,седан,синий,механическая,передний,Левый,2 владельца,Дубликат,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,421400,0
1612,2012,118000,V (MD) 2010 – 2014 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Elantra ,,1.6 LTR ,132, Бензин,4,710000,0
1613,2008,167000,II 2007 – 2013 ,универсал 5 дв.,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Volvo ,XC70 ,,3.2 LTR ,238, Бензин,5,865000,0
1614,2012,109512,I (X204) 2008 – 2012 ,внедорожник 5 дв.,белый,автоматическая,полный,Левый,1 владелец,Оригинал,Mercedes-Benz ,GLK-Класс ,,2.1 LTR ,170, Дизель,5,1195000,0
1615,2018,74032,I 2015 – н.в. ,универсал 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106," Бензин, газобаллонное оборудование",5,698000,0
1616,2014,145000,I Рестайлинг 2013 – 2017 ,седан,чёрный,автоматическая,передний,Левый,2 владельца,Оригинал,Opel ,Insignia ,,1.6 LTR ,170, Бензин,4,1160000,0
1617,2019,41000,II 2017 – 2020 ,седан,серый,автоматическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,1096000,0
1618,2013,127000,V (W221) Рестайлинг 2009 – 2013 ,седан,чёрный,автоматическая,полный,Левый,2 владельца,Оригинал,Mercedes-Benz ,S-Класс ,,3.5 LTR ,306, Бензин,4,1595000,0
1619,2015,156196,III 2013 – 2019 ,внедорожник 5 дв.,белый,вариатор,полный,Левый,3 или более,Оригинал,Nissan ,X-Trail ,,2.0 LTR ,144, Бензин,5,1297000,0
1620,2013,98000,III 2013 – 2016 ,купе,синий,механическая,передний,Левый,3 или более,Оригинал,Kia ,Cerato ,7 лет и 7 месяцев,2.0 LTR ,150, Бензин,2,749000,0
1621,2019,29145,I 2018 – н.в. ,внедорожник 5 дв.,белый,вариатор,передний,Левый,2 владельца,Оригинал,Lexus ,UX ,,2.0 LTR ,150, Бензин,5,2626585,0
1622,2020,12600,II Рестайлинг 2020 – н.в. ,седан,коричневый,автоматическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,1139000,0
1623,2014,64115,III (A7) 2013 – 2017 ,универсал 5 дв.,белый,роботизированная,передний,Левый,3 или более,Оригинал,Skoda ,Octavia ,,1.4 LTR ,140, Бензин,5,705000,0
1624,2010,90220,II 2006 – 2010 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Land Rover ,Freelander ,,2.2 LTR ,160, Дизель,5,795000,0
1625,2016,73284,III Рестайлинг 2015 – 2017 ,хэтчбек 5 дв.,белый,механическая,передний,Левый,2 владельца,Оригинал,Kia ,Rio ,,1.6 LTR ,123, Бензин,5,729000,0
1626,2017,65000,I Рестайлинг 2015 – н.в. ,внедорожник 5 дв.,зелёный,механическая,полный,Левый,1 владелец,Оригинал,Renault ,Duster ,,1.6 LTR ,114, Бензин,5,959000,0
1627,2019,29800,I 2015 – н.в. ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,689000,0
1628,2013,98000,III 2013 – 2016 ,купе,синий,механическая,передний,Левый,3 или более,Оригинал,Kia ,Cerato ,7 лет и 7 месяцев,2.0 LTR ,150, Бензин,2,749000,0
1629,2010,90220,II 2006 – 2010 ,внедорожник 5 дв.,чёрный,автоматическая,полный,Левый,3 или более,Дубликат,Land Rover ,Freelander ,,2.2 LTR ,160, Дизель,5,795000,0
1630,2020,12600,II Рестайлинг 2020 – н.в. ,седан,коричневый,автоматическая,передний,Левый,2 владельца,Оригинал,Hyundai ,Solaris ,,1.6 LTR ,123, Бензин,4,1139000,0
1631,2017,65000,I Рестайлинг 2015 – н.в. ,внедорожник 5 дв.,зелёный,механическая,полный,Левый,1 владелец,Оригинал,Renault ,Duster ,,1.6 LTR ,114, Бензин,5,959000,0
1632,2012,97500,II (W246) 2011 – 2014 ,хэтчбек 5 дв.,красный,роботизированная,передний,Левый,2 владельца,Оригинал,Mercedes-Benz ,B-Класс ,,1.6 LTR ,122, Бензин,5,878000,0
1633,2020,17000,V Рестайлинг 2014 – 2020 ,седан,белый,механическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,90, Бензин,4,880000,0
1634,2011,155804,I Рестайлинг 2010 – 2013 ,внедорожник 5 дв.,серый,механическая,передний,Левый,2 владельца,Оригинал,Nissan ,Qashqai ,,1.6 LTR ,114, Бензин,5,673000,0
1635,2015,22000,I Рестайлинг 2012 – 2016 ,внедорожник 5 дв.,синий,вариатор,полный,Левый,2 владельца,Оригинал,Mitsubishi ,ASX ,,2.0 LTR ,150, Бензин,5,1457000,0
1636,2017,60103,I 2016 – 2020 ,внедорожник 5 дв.,серебристый,механическая,передний,Левый,1 владелец,Оригинал,Hyundai ,Creta ,,1.6 LTR ,123, Бензин,5,1017000,0
1637,2016,68480,V Рестайлинг 2014 – 2020 ,седан,синий,автоматическая,передний,Левый,1 владелец,Оригинал,Volkswagen ,Polo ,,1.6 LTR ,110, Бензин,4,760000,0
1638,2019,35000,I 2015 – н.в. ,универсал 5 дв.,белый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,5,845000,0
1639,2015,96244,I 2015 – н.в. ,седан,серый,механическая,передний,Левый,1 владелец,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,499000,0
1640,2012,130314,II 2010 – 2016 ,хэтчбек 5 дв.,коричневый,автоматическая,передний,Левый,1 владелец,Оригинал,Citroen ,C4 ,,1.6 LTR ,120, Бензин,5,539800,0
1641,2014,128100,II 2013 – 2018 ,универсал 5 дв.,серебристый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Kalina ,,1.6 LTR ,87, Бензин,5,309000,0
1642,2012,106000,I 2011 – 2015 ,внедорожник 5 дв.,синий,автоматическая,полный,Левый,3 или более,Оригинал,Land Rover ,Range Rover Evoque ,,2.0 LTR ,240, Бензин,5,1622000,0
1643,2017,86158,"V (W213, S213, C238) 2016 – н.в. ",купе,белый,автоматическая,задний,Левый,2 владельца,Оригинал,Mercedes-Benz ,E-Класс ,,2.0 LTR ,184, Бензин,2,3097000,0
1644,2017,74000,I 2015 – н.в. ,седан,серебристый,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Vesta ,,1.6 LTR ,106, Бензин,4,629000,0
1645,2011,179000,I 2009 – 2013 ,седан,серебристый,механическая,передний,Левый,2 владельца,Оригинал,Renault ,Fluence ,,1.6 LTR ,106, Бензин,4,535800,0
1646,2014,150000,III (BM) 2013 – 2017 ,седан,красный,автоматическая,передний,Левый,1 владелец,Оригинал,Mazda ,3 ,,1.5 LTR ,120, Бензин,4,929000,0
1647,2005,183000,2003 – 2009 ,седан,серебристый,механическая,задний,Левый,3 или более,Оригинал,ГАЗ ,31105 «Волга» ,15 лет и 10 месяцев,2.3 LTR ,131, Бензин,4,59000,0
1648,2011,132070,I 2007 – 2013 ,хэтчбек 5 дв.,серый,механическая,передний,Левый,3 или более,Оригинал,LADA (ВАЗ) ,Priora ,,1.6 LTR ,98, Бензин,5,216600,0
1649,2012,160000,I 2004 – 2013 ,хэтчбек 5 дв.,красный,механическая,передний,Левый,2 владельца,Оригинал,LADA (ВАЗ) ,Kalina ,,1.6 LTR ,81, Бензин,5,175000,0
