iter	MAPE	RMSE
411	0.01880805055	0.359606937
412	0.01877741344	0.3590892446
413	0.01874706587	0.3585818051
414	0.01871773	0.3580511035
415	0.01868850805	0.3575523288
416	0.01865900477	0.3570505706
417	0.01862986859	0.3565330068
418	0.01860052425	0.3560401305
419	0.01857167871	0.3555338383
420	0.01854459433	0.355046577
421	0.01851574424	0.3545265926
422	0.01848634534	0.3540089434
423	0.01845836588	0.3535041954
424	0.01843081635	0.3530353258
425	0.01840217948	0.3525241935
426	0.01837472005	0.3520344339
427	0.01834795458	0.3515787164
428	0.01832033482	0.351128025
429	0.01829395278	0.3506618814
430	0.01826800585	0.3501985517
431	0.01824159431	0.3497179711
432	0.01821356415	0.3492330372
433	0.01818782396	0.3487675856
434	0.01816189704	0.3482953653
435	0.01813594285	0.3478491033
436	0.01810865957	0.3474073713
437	0.01808122071	0.3469282614
438	0.01805581335	0.3464806698
439	0.01803102107	0.3460331375
440	0.01800482798	0.3455819163
441	0.01797910424	0.34513985
442	0.01795261847	0.3446877022
443	0.01792564059	0.3442262498
444	0.01790152628	0.343775856
445	0.0178767914	0.3433310859
446	0.01785088025	0.3428802498
447	0.01782484346	0.3424080206
448	0.01779895634	0.3419680267
449	0.01777433744	0.3415372886
450	0.01774875391	0.341108586
451	0.01772300579	0.3406712622
452	0.01769818801	0.34023401
453	0.01767487197	0.339817368
454	0.01764987434	0.3393739818
455	0.01762539884	0.338938261
456	0.01760097641	0.3385052196
457	0.01757712296	0.3380944344
458	0.0175520243	0.3376631609
459	0.01752782072	0.3372518535
460	0.01750423739	0.3368346244
461	0.01747968295	0.3364178625
462	0.01745548814	0.3359987704
463	0.01743259043	0.3355909996
464	0.0174076724	0.3351697542
465	0.01738429914	0.3347711179
466	0.0173608066	0.3343683152
467	0.01733761065	0.3339825569
468	0.0173139669	0.3335514597
469	0.01729046609	0.3331569219
470	0.01726630597	0.3327377349
471	0.01724323962	0.3323455529
472	0.01721942441	0.3319369583
473	0.01719613506	0.3315130223
474	0.01717451732	0.3311299077
475	0.0171517922	0.3307318846
476	0.01712880968	0.3303206895
477	0.01710730514	0.3299247792
478	0.01708509643	0.3295195559
479	0.01706273408	0.3291329395
480	0.01704013943	0.3287284133
481	0.01701836286	0.3283477565
482	0.01699697252	0.3279572153
483	0.0169749622	0.3275709322
484	0.01695590584	0.3272169372
485	0.01693458929	0.326848456
486	0.01691307738	0.3264452745
487	0.01689183832	0.3260607993
488	0.01687150033	0.3256831543
489	0.01685126918	0.3253012723
490	0.01682909804	0.3249059593
491	0.01680821415	0.3245379321
492	0.01678755612	0.3241565183
493	0.01676695973	0.3237862003
494	0.01674669794	0.3234268829
495	0.01672697639	0.3230638782
496	0.01670769195	0.3227085891
497	0.01668749149	0.3223405543
498	0.01666640138	0.3219749886
499	0.01664521647	0.3216019139
500	0.01662580905	0.321254884
501	0.01660658269	0.3208983852
502	0.01658575132	0.3205243664
503	0.01656563556	0.3201820723
504	0.01654514862	0.3198163259
505	0.0165249081	0.3194565956
506	0.01650446789	0.3191214241
507	0.01648502468	0.3187759265
508	0.01646501982	0.3184254764
509	0.01644512138	0.3180689932
510	0.01642487077	0.3177133149
511	0.01640575042	0.3173617909
512	0.01638595116	0.3170249914
513	0.01636623082	0.3166786716
514	0.01634685425	0.3163407071
515	0.01632719007	0.3159806591
516	0.01630923899	0.3156501741
517	0.01629147903	0.3153245934
518	0.0162726708	0.3149849848
519	0.01625410973	0.3146566124
520	0.01623594491	0.3143238578
521	0.01621792878	0.314012887
522	0.01619905973	0.3136773728
523	0.01618087235	0.3133651309
524	0.01616288965	0.313030913
525	0.01614496983	0.3126898823
526	0.016127796	0.3123528372
527	0.01611020317	0.3120244518
528	0.01609314399	0.311697018
529	0.01607600868	0.3113965243
530	0.01605905305	0.3110877191
531	0.01604120101	0.3107630316
532	0.01602470349	0.3104530098
533	0.01600867133	0.3101438618
534	0.01599193244	0.3098391357
535	0.01597443268	0.3095313488
536	0.01595761121	0.3092283941
537	0.01594220387	0.3089428513
538	0.01592484617	0.3086387857
539	0.01590815051	0.3083353669
540	0.01589250617	0.3080286429
541	0.01587560379	0.307721373
542	0.01585956112	0.3074198979
543	0.01584283093	0.3071101181
544	0.01582643303	0.3068159925
545	0.0158107855	0.3065355822
546	0.01579415724	0.3062221236
547	0.01577868853	0.305931073
548	0.01576153935	0.3056459585
549	0.01574485328	0.3053368534
550	0.01572906268	0.3050390831
551	0.01571309868	0.304771759
552	0.01569760501	0.3044869562
553	0.01568152169	0.3041930305
554	0.01566568641	0.3039242603
555	0.01565055493	0.3036605303
556	0.01563514011	0.303379634
557	0.01561912344	0.3031007991
558	0.01560301901	0.302811797
559	0.01558784423	0.3025405859
560	0.01557251525	0.3022546185
561	0.01555693564	0.3019630156
562	0.0155418326	0.3016892253
563	0.01552725123	0.3014135316
564	0.01551211195	0.3011300346
565	0.01549671452	0.3008427022
566	0.01548233229	0.300579303
567	0.0154671951	0.3003148883
568	0.01545209521	0.3000411784
569	0.01543709319	0.2997747874
570	0.01542315647	0.2995106043
571	0.01540827303	0.2992365874
572	0.01539373791	0.2989666289
573	0.01537936479	0.2987043795
574	0.01536505976	0.2984480657
575	0.01535068243	0.2981775257
576	0.01533530918	0.2979185926
577	0.01532276394	0.2976644203
578	0.01530787384	0.2973946693
579	0.01529416357	0.2971295519
580	0.01527983549	0.2968758761
581	0.0152661091	0.2966405904
582	0.01525234907	0.2963860298
583	0.01523819104	0.2961147289
584	0.015224821	0.2958671566
585	0.01521144327	0.2956271028
586	0.01519751089	0.2953787279
587	0.01518338118	0.2951266951
588	0.01517039345	0.294874927
589	0.01515777277	0.2946328975
590	0.01514409279	0.2943882467
591	0.01513077928	0.2941549823
592	0.01511727803	0.293907977
593	0.01510410107	0.2936701738
594	0.01509017357	0.2934134436
595	0.01507689996	0.2931745993
596	0.01506346093	0.292926682
597	0.01505080066	0.2926915385
598	0.01503736578	0.2924578775
599	0.01502370025	0.2922074135
600	0.01501101171	0.2919808998
601	0.01499884488	0.2917568551
602	0.01498658758	0.2915460421
603	0.01497320273	0.2913086423
604	0.01495953964	0.2910732641
605	0.01494716564	0.2908447839
606	0.01493551389	0.2906230334
607	0.01492347697	0.2904221205
608	0.01491148478	0.2901961103
609	0.01489988649	0.2899897856
610	0.01488722654	0.2897608899
611	0.01487531467	0.2895207452
612	0.01486284774	0.2892837652
613	0.01485205293	0.2890737021
614	0.01484003783	0.2888561558
615	0.01482866926	0.2886477951
616	0.01481688727	0.2884239545
617	0.01480508916	0.2882041824
618	0.01479400434	0.2879975581
619	0.01478174105	0.2877658497
620	0.01477028001	0.2875438671
621	0.01475859351	0.2873353072
622	0.0147481549	0.2871232183
623	0.01473618538	0.2869047357
624	0.01472387374	0.2866835764
625	0.01471215462	0.2864865623
626	0.01470030739	0.2862774962
627	0.01468847022	0.2860548005
628	0.01467739577	0.2858509633
629	0.01466714588	0.2856562973
630	0.01465562959	0.285439493
631	0.01464414001	0.2852263817
632	0.01463250593	0.2850250677
633	0.01462204205	0.2848211158
634	0.01461075748	0.2846071967
635	0.01459942339	0.2844007705
636	0.01458874004	0.284194475
637	0.01457827611	0.2840048124
638	0.01456766887	0.2838185374
639	0.01455697742	0.2836245549
640	0.0145459914	0.2834231875
641	0.01453523752	0.28322843
642	0.01452482777	0.2830313877
643	0.01451423516	0.2828352483
644	0.01450352557	0.282653093
645	0.01449318381	0.2824688696
646	0.01448242212	0.2822787435
647	0.01447152833	0.2820873354
648	0.01446048925	0.2818862468
649	0.01445014907	0.2816922978
650	0.01444016581	0.2815019562
651	0.01443095015	0.2813200516
652	0.01442067792	0.2811430538
653	0.0144106537	0.280960131
654	0.01440134375	0.2807822755
655	0.01439088635	0.2806013857
656	0.01438048929	0.2803947592
657	0.01436975771	0.2801955315
658	0.01435957548	0.2800080786
659	0.01434942745	0.2798313505
660	0.01433912726	0.2796455283
661	0.014329171	0.2794583634
662	0.01431909336	0.2792660244
663	0.01431002843	0.2790926323
664	0.01430078445	0.2789163802
665	0.01429183588	0.278742268
666	0.01428134195	0.2785628962
667	0.01427190209	0.278393081
668	0.01426212623	0.2782168483
669	0.01425265987	0.278049001
670	0.01424266677	0.2778717203
671	0.01423307093	0.2777083339
672	0.01422350134	0.2775313692
673	0.01421415668	0.2773474038
674	0.0142053268	0.2771801344
675	0.01419542349	0.2770017467
676	0.01418569463	0.2768304374
677	0.01417770485	0.2766645
678	0.01416875257	0.276506634
679	0.01415951458	0.2763299131
680	0.01415094298	0.2761640456
681	0.01414167499	0.2759814401
682	0.01413325995	0.2758187925
683	0.01412482756	0.2756477024
684	0.01411540241	0.2754776015
685	0.01410650291	0.2753290359
686	0.01409754799	0.2751694436
687	0.0140891615	0.2750099877
688	0.01408074331	0.2748395496
689	0.01407145364	0.2746593598
690	0.01406224779	0.2745055647
691	0.01405452135	0.274344083
692	0.01404573214	0.2741835194
693	0.01403816023	0.2740432441
694	0.01402960671	0.273880043
695	0.01402115277	0.2737240681
696	0.01401285119	0.2735666372
697	0.01400488304	0.2734246337
698	0.01399629656	0.273265884
699	0.01398833508	0.2731129185
700	0.01398005708	0.2729582327
701	0.01397195425	0.2728033969
702	0.01396391965	0.2726623898
703	0.01395613296	0.2725124536
704	0.01394846784	0.2723608039
705	0.01394043061	0.2722193905
706	0.01393289011	0.2720851363
707	0.01392532135	0.2719483134
708	0.01391731411	0.2718033776
709	0.01390917505	0.2716410309
710	0.01390172161	0.2714999083
711	0.01389366085	0.2713566442
712	0.01388584703	0.2712042526
713	0.0138782016	0.2710653941
714	0.01387008854	0.2709029845
715	0.01386219002	0.2707580463
716	0.01385431683	0.2706004091
717	0.01384638325	0.270456716
718	0.01383879439	0.270311708
719	0.01383085811	0.2701587878
720	0.01382380393	0.2700342407
721	0.01381608074	0.2698904602
722	0.01380852137	0.2697492566
723	0.01380115498	0.269612237
724	0.01379344823	0.2694701274
725	0.01378588731	0.2693266631
726	0.01377943177	0.2692073008
727	0.01377261731	0.2690867504
728	0.01376532222	0.2689581934
729	0.0137579387	0.2688314052
730	0.01375160303	0.2687106229
731	0.01374457808	0.2685867991
732	0.01373691445	0.2684408968
733	0.01373035231	0.2683126473
734	0.0137231532	0.2681752391
735	0.01371529432	0.2680300379
736	0.0137087863	0.2679076928
737	0.01370207054	0.2677699684
738	0.01369528365	0.267635077
739	0.01368888112	0.2675008116
740	0.01368268151	0.2673761009
741	0.01367675455	0.2672577217
742	0.01367029368	0.2671256049
743	0.01366411501	0.2670026569
744	0.01365821421	0.2668729762
745	0.01365179739	0.2667387019
746	0.01364485196	0.2666024622
747	0.01363842559	0.2664795596
748	0.01363254589	0.2663679054
749	0.01362602928	0.2662367706
750	0.01361961404	0.2661095881
751	0.01361337071	0.2659864799
752	0.01360675599	0.2658581911
753	0.01360054343	0.2657371359
754	0.01359450395	0.2656069729
755	0.01358821101	0.2654927044
756	0.01358169733	0.2653882908
757	0.01357553521	0.265276936
758	0.01356980347	0.2651710343
759	0.01356374741	0.2650634253
760	0.01355783019	0.2649504735
761	0.01355212813	0.2648445885
762	0.01354567436	0.2647193247
763	0.01353943333	0.2646005443
764	0.01353380068	0.2644945092
765	0.01352806436	0.2643806104
766	0.0135220531	0.2642560999
767	0.01351637949	0.2641457053
768	0.01351104516	0.2640403721
769	0.01350552875	0.2639362745
770	0.01349969225	0.2638263748
771	0.01349350957	0.2637078613
772	0.01348806008	0.2635940568
773	0.01348267207	0.2634891344
774	0.0134769016	0.2633804282
775	0.0134708545	0.263265729
776	0.01346545505	0.2631662114
777	0.01346074082	0.2630651082
778	0.01345542633	0.2629688145
779	0.01345021998	0.2628615351
780	0.0134445656	0.26275498
781	0.01343898522	0.2626403059
782	0.01343346079	0.2625424039
783	0.01342785924	0.2624318621
784	0.01342260161	0.2623280956
785	0.01341672612	0.2622185435
786	0.01341125698	0.2621121972
787	0.01340567694	0.2620041249
788	0.01340053924	0.2618964485
789	0.0133955521	0.2618055446
790	0.01339080981	0.2617120259
791	0.0133855582	0.2616173462
792	0.01338027953	0.2615098998
793	0.01337508758	0.2614033937
794	0.01337019459	0.2613170769
795	0.01336457489	0.2612041682
796	0.01335917397	0.2610950477
797	0.01335422788	0.2609969139
798	0.01334932433	0.2608931205
799	0.0133433879	0.2607787008
800	0.01333878425	0.2606872137
801	0.01333393736	0.2605951642
802	0.01332890388	0.2604943023
803	0.01332426829	0.2604060058
804	0.01331930768	0.2603098442
805	0.01331472493	0.2602232538
806	0.01330962704	0.2601210226
807	0.01330459941	0.2600145684
808	0.01329960407	0.2599247835
809	0.01329474766	0.2598273739
810	0.0132891673	0.2596930596
811	0.01328448971	0.2596036246
812	0.01327973428	0.2595102124
813	0.0132746936	0.2594054461
814	0.01327003075	0.2593087967
815	0.01326490786	0.2592066216
816	0.01326060107	0.2591122079
817	0.01325650098	0.2590323395
818	0.01325190765	0.2589435227
819	0.01324796644	0.2588555201
820	0.0132433984	0.258759583
821	0.01323941152	0.2586777579
822	0.01323520209	0.2585901865
823	0.01323051141	0.258490076
824	0.01322595538	0.2583968809
825	0.01322199588	0.2583104507
826	0.01321815975	0.2582263633
827	0.01321347749	0.2581386835
828	0.01320926316	0.2580542474
829	0.01320452499	0.2579638245
830	0.01320025029	0.2578837468
831	0.01319561265	0.2577922225
832	0.0131913336	0.2577092759
833	0.01318719127	0.2576195529
834	0.01318311218	0.2575421072
835	0.01317916675	0.2574655153
836	0.01317505705	0.2573732316
837	0.01317077359	0.2572942187
838	0.01316671043	0.2572191124
839	0.01316234543	0.2571273769
840	0.0131582483	0.2570353246
841	0.01315417959	0.2569460442
842	0.01315062836	0.2568701194
843	0.01314679449	0.2567879119
844	0.01314258874	0.2567025636
845	0.01313887634	0.2566185377
846	0.01313441566	0.2565382608
847	0.01313001189	0.2564467432
848	0.01312578603	0.2563676885
849	0.01312177796	0.256282019
850	0.01311781998	0.2562044854
851	0.01311386456	0.2561192497
852	0.01310993234	0.2560380085
853	0.01310642848	0.2559597759
854	0.01310253051	0.2558787426
855	0.01309874225	0.2558117703
856	0.01309494971	0.2557415577
857	0.01309133985	0.2556625806
858	0.01308726658	0.2555888895
859	0.01308378105	0.2555260648
860	0.01308005195	0.2554481981
861	0.01307658039	0.2553686259
862	0.01307340343	0.2552923824
863	0.01306914384	0.2552208801
864	0.01306524686	0.2551397673
865	0.01306126634	0.2550516401
866	0.01305781897	0.2549764949
867	0.01305414741	0.2548961466
868	0.01305078866	0.2548214471
869	0.01304711968	0.2547430325
870	0.01304352653	0.2546690214
871	0.01303981834	0.2545994417
872	0.01303629621	0.2545306536
873	0.013032743	0.2544609248
874	0.01302850638	0.2543761049
875	0.01302549234	0.2543164874
876	0.01302219729	0.2542507309
877	0.01301921617	0.254184339
878	0.01301585881	0.2541204939
