iter	MAPE	RMSE
0	0.04767225807	0.8366250345
1	0.04754570088	0.8345564427
2	0.0474174423	0.8324841102
3	0.04729218331	0.8304001987
4	0.04716851434	0.8283661883
5	0.0470444995	0.826306041
6	0.04692057756	0.8242199535
7	0.04680018212	0.8221576717
8	0.04667495907	0.820108009
9	0.0465551723	0.8180813749
10	0.0464316356	0.8160061795
11	0.04631117661	0.8139637941
12	0.04618884946	0.8118956439
13	0.04606426792	0.8097910544
14	0.04593928228	0.8077446242
15	0.04581487898	0.8057877241
16	0.04569486321	0.8038243977
17	0.04557625423	0.8018145827
18	0.04545526482	0.7997919092
19	0.04533327763	0.7978232559
20	0.04521662172	0.7958662996
21	0.04509601684	0.7939653523
22	0.04497863285	0.7920395608
23	0.04486007407	0.7900394479
24	0.04474390948	0.7880445626
25	0.04462527002	0.7861337008
26	0.04450702327	0.7841809055
27	0.04438981498	0.7822349161
28	0.04427257547	0.780311243
29	0.0441577061	0.7784010916
30	0.04404101354	0.7764407926
31	0.04392646229	0.7745298839
32	0.04381613218	0.7726684527
33	0.04370045061	0.7707376729
34	0.04358272764	0.7687818884
35	0.04346910599	0.7668758032
36	0.043356884	0.7650341217
37	0.04323989342	0.7631651785
38	0.04312434432	0.7612576349
39	0.04300923671	0.7593616572
40	0.04289669404	0.7574858639
41	0.04278416811	0.7556313424
42	0.04267288506	0.7538354002
43	0.04255894959	0.7519344387
44	0.04245234456	0.7500944413
45	0.04234452222	0.7483058231
46	0.04223264155	0.7465111975
47	0.04212596728	0.74467887
48	0.04201842147	0.742913136
49	0.04190934834	0.7410768117
50	0.04180386316	0.7392978302
51	0.04169624935	0.7374759827
52	0.04158627176	0.735714111
53	0.04147851103	0.7339275269
54	0.04137184805	0.7321328788
55	0.04126871215	0.7304477248
56	0.04116079568	0.7286817166
57	0.04105240155	0.7269395725
58	0.04094423398	0.7251201255
59	0.04083957943	0.7233827002
60	0.04073106258	0.7216157236
61	0.04062408129	0.7199198067
62	0.04051630892	0.7181531083
63	0.04040904342	0.7163967796
64	0.04030698317	0.7146347884
65	0.0402042903	0.7129379668
66	0.04010082048	0.7112084434
67	0.03999817374	0.7095016126
68	0.0398950785	0.7077691364
69	0.03979473615	0.7061569715
70	0.03969079184	0.7044282433
71	0.03958785332	0.70274384
72	0.03948920665	0.7010626677
73	0.0393855903	0.6994142007
74	0.03928241181	0.697737116
75	0.03918056648	0.6960334522
76	0.03908401379	0.694367344
77	0.03898268231	0.692718647
78	0.03888025349	0.6910396442
79	0.03877766114	0.6894023228
80	0.03867779986	0.6877387217
81	0.03857846419	0.686132967
82	0.03848075059	0.6844956073
83	0.03838572296	0.6828673164
84	0.03828465075	0.6812215918
85	0.03819158443	0.6796324638
86	0.03810001807	0.6781537559
87	0.0380073289	0.6765797632
88	0.03791191374	0.6749799744
89	0.03781362033	0.6733695648
90	0.03771599968	0.6717701912
91	0.03761980261	0.6701684936
92	0.03752668599	0.6685558398
93	0.03743021399	0.6669239013
94	0.03733673451	0.6653618301
95	0.03724088564	0.6638204367
96	0.03714397048	0.6622459347
97	0.03704689256	0.6606725211
98	0.03695588145	0.6591595148
99	0.03686186487	0.6576252713
100	0.03676637819	0.6560604033
101	0.03667489327	0.6545200829
102	0.03658074264	0.6530322194
103	0.03648825942	0.651477961
104	0.03639508165	0.6499016626
105	0.03630691339	0.6484236512
106	0.03621348878	0.6469143297
107	0.03612295057	0.6453739092
108	0.03603311959	0.6438625684
109	0.03594107557	0.6423265592
110	0.03585170853	0.640833962
111	0.03575972502	0.6393147422
112	0.03566793879	0.6377954911
113	0.03557689971	0.636296048
114	0.03548883194	0.6347847982
115	0.03539796392	0.6333345917
116	0.03531375929	0.6318715386
117	0.03522490593	0.6304223607
118	0.03513733682	0.6289742869
119	0.03504906918	0.6274988066
120	0.03495835338	0.6260623455
121	0.03486939707	0.6246103743
122	0.03478023166	0.6231414088
123	0.03469326754	0.6216884547
124	0.03460523654	0.6202758566
125	0.03452075846	0.6188626803
126	0.03443401922	0.6174777902
127	0.03434593905	0.6160253015
128	0.03426158488	0.6146169561
129	0.0341753479	0.6132047001
130	0.03408852921	0.6117696028
131	0.03400234969	0.6103490813
132	0.03392085643	0.6089660769
133	0.03383692522	0.607595364
134	0.03375239068	0.6061932497
135	0.03367013825	0.6048266725
136	0.03359003842	0.6035174177
137	0.03350763161	0.602179376
138	0.03342633434	0.6008935923
139	0.03334261743	0.5995378411
140	0.03325877897	0.5981600442
141	0.03317765322	0.596788906
142	0.03309607435	0.5954505707
143	0.03301446104	0.5941332825
144	0.03293827294	0.5928468433
145	0.03285439125	0.5915097936
146	0.03277483207	0.5901973519
147	0.03269179008	0.5888614144
148	0.03260996224	0.5875291446
149	0.03252880643	0.5861876197
150	0.03244988583	0.5848632943
151	0.03236874109	0.5835954336
152	0.03229003678	0.582310699
153	0.03220887245	0.5810007214
154	0.03213182567	0.5797364824
155	0.03205159344	0.5784506782
156	0.03197386195	0.5771422139
157	0.03189536671	0.5758554215
158	0.03181625757	0.5745447046
159	0.03173727817	0.5732552583
160	0.03165867555	0.5719741984
161	0.0315826563	0.5706962292
162	0.0315049136	0.569430331
163	0.03142998642	0.5681503649
164	0.03135354229	0.5668853311
165	0.03127932708	0.5656578482
166	0.03120358288	0.564398708
167	0.03112666093	0.5631457633
168	0.03105515128	0.5619304452
169	0.03098258016	0.5607212282
170	0.03090779333	0.5594699338
171	0.03083270801	0.5582330928
172	0.03076049462	0.5570279437
173	0.0306852753	0.5557696735
174	0.03061014989	0.5545774301
175	0.03054015132	0.553372031
176	0.03046581327	0.5521790155
177	0.03039536728	0.5510325708
178	0.0303212444	0.5498148587
179	0.03024936648	0.5486267052
180	0.03017663173	0.5474350311
181	0.03010319041	0.5462168205
182	0.03003156471	0.5450423442
183	0.0299620668	0.543864203
184	0.02989591214	0.5426964237
185	0.02982514649	0.5415175246
186	0.02975262227	0.5403836357
187	0.0296804587	0.5392017078
188	0.02961226854	0.5380442286
189	0.02954111985	0.5368667001
190	0.0294703133	0.53569011
191	0.02940247624	0.5345425346
192	0.02933650866	0.5334368758
193	0.02926783127	0.5322942948
194	0.02919832048	0.531146841
195	0.02912834356	0.529982567
196	0.02905960612	0.5288434872
197	0.02898900503	0.5277059314
198	0.02891987235	0.5265783233
199	0.02885172722	0.5254433481
200	0.02878282451	0.5243799487
201	0.02871462883	0.5232936571
202	0.02864802907	0.5221906185
203	0.02858084936	0.5210643595
204	0.02851402742	0.519962265
205	0.02845093395	0.5188543317
206	0.02838260517	0.5177957185
207	0.02831768666	0.5166846019
208	0.02825157771	0.5155677869
209	0.02818634435	0.5144843404
210	0.02812409931	0.5134621227
211	0.0280570001	0.5123620944
212	0.02799233949	0.5112939591
213	0.02792899915	0.5102438958
214	0.02786281035	0.509166753
215	0.02779783128	0.5081522963
216	0.02773355861	0.5070901287
217	0.02766959894	0.5060407287
218	0.02760452674	0.5049939164
219	0.02754313811	0.5039870938
220	0.02747978072	0.5029389127
221	0.02741539923	0.5019403499
222	0.02735605999	0.5009506459
223	0.02729310735	0.4999197249
224	0.02723119791	0.4989283582
225	0.02716802151	0.4978770831
226	0.02710707919	0.4968637419
227	0.02704431955	0.4958436847
228	0.0269813196	0.4947979942
229	0.02692128322	0.4938221533
230	0.02686115573	0.4928605655
231	0.0267988616	0.4918475177
232	0.0267377048	0.4908581011
233	0.02667520702	0.4898742512
234	0.02661674637	0.4889004409
235	0.02655571525	0.4878955841
236	0.02649411834	0.4869522192
237	0.02643406164	0.4859393646
238	0.0263761385	0.4849552348
239	0.02631827391	0.4839848758
240	0.02625887866	0.4829860724
241	0.02619889397	0.4820276866
242	0.02614133417	0.4810389746
243	0.02608236405	0.4800573677
244	0.02602679329	0.4791308488
245	0.02596779192	0.4781613647
246	0.02590890923	0.4772371034
247	0.02585212485	0.4762847956
248	0.02579589359	0.4753615702
249	0.02574018188	0.4744462372
250	0.02568226954	0.473509949
251	0.02562796133	0.4725747065
252	0.02557107329	0.4716215371
253	0.02551602936	0.470697858
254	0.02545881891	0.4697872752
255	0.02540218577	0.4688760515
256	0.02534612699	0.4680084579
257	0.02528953961	0.4670998743
258	0.02523353942	0.4661842843
259	0.02517730901	0.4652562572
260	0.02512247315	0.4643409619
261	0.02506651573	0.4634250397
262	0.02501143028	0.4625235757
263	0.02495542289	0.461618034
264	0.02490491464	0.4607546002
265	0.0248500694	0.4598827214
266	0.02479577784	0.4589909971
267	0.02474218064	0.458112819
268	0.02468867685	0.4572486421
269	0.02463514099	0.456380242
270	0.02458406164	0.4555265335
271	0.02453057294	0.4546704854
272	0.0244784242	0.4538315779
273	0.02442401006	0.4529606235
274	0.02437126727	0.4521160728
275	0.02432233373	0.4512711935
276	0.02426855992	0.4503900233
277	0.02421836476	0.4495515583
278	0.0241669166	0.4486884231
279	0.02411532554	0.4478320522
280	0.02406476159	0.4470159954
281	0.0240143455	0.446180719
282	0.02396433185	0.4453241753
283	0.02391200226	0.4444696089
284	0.02386174757	0.4436573197
285	0.02381007122	0.4428313778
286	0.0237594891	0.4419919467
287	0.02371054911	0.4411651984
288	0.02366013116	0.4403201095
289	0.02361019116	0.439503532
290	0.0235600375	0.4386763959
291	0.02351117255	0.4378712174
292	0.02346093576	0.437081416
293	0.0234135667	0.4362699735
294	0.02336402343	0.4354879483
295	0.0233168268	0.4346964489
296	0.02327066796	0.4338962114
297	0.02322329001	0.4331084265
298	0.02317623322	0.4323026409
299	0.02312831809	0.431502224
300	0.0230818364	0.430737726
301	0.02303349629	0.4299674074
302	0.02298528429	0.4291830957
303	0.02293686811	0.4283924211
304	0.02288921338	0.4276208487
305	0.02284057723	0.4268488841
306	0.02279337867	0.4260787073
307	0.02274584741	0.4253385494
308	0.02269872922	0.4245479577
309	0.02265203086	0.4237733787
310	0.02260627266	0.4230244019
311	0.02256209358	0.4222753469
312	0.02251686487	0.4215393126
313	0.02247069559	0.4207734228
314	0.02242660757	0.4200211353
315	0.02238138123	0.4192984252
316	0.0223357548	0.4185454648
317	0.02229078897	0.4177943611
318	0.0222486286	0.4170759016
319	0.02220710528	0.4164046274
320	0.02216363061	0.4156629589
321	0.02211906644	0.4149521767
322	0.02207502104	0.4142270291
323	0.02203163438	0.4134961264
324	0.02198781659	0.4127696178
325	0.02194546646	0.4120566769
326	0.02190236976	0.4113484342
327	0.02186001131	0.4106604124
328	0.02181602388	0.4099374857
329	0.02177152877	0.4092588268
330	0.0217284833	0.4085409115
331	0.02168456388	0.4077984107
332	0.0216426483	0.4070866539
333	0.02159968222	0.4063724809
334	0.02155732074	0.4056795978
335	0.02151934343	0.4050550454
336	0.02147726062	0.4043669963
337	0.02143385432	0.403683881
338	0.02139192539	0.4029732896
339	0.02134950837	0.4022892434
340	0.02130823707	0.4015933846
341	0.02126835014	0.400923224
342	0.02122889386	0.4002785034
343	0.02118747838	0.3995990136
344	0.02114629571	0.3989457648
345	0.02110728337	0.3983340585
346	0.02106891651	0.3976853795
347	0.02102919207	0.3970280388
348	0.02098697474	0.3963599584
349	0.02094658893	0.3957107166
350	0.0209066209	0.3950487291
351	0.02086641686	0.3943936081
352	0.02083033468	0.3937709375
353	0.0207913252	0.393114927
354	0.02075236373	0.3924632623
355	0.02071514743	0.3918176969
356	0.02067660845	0.3911772231
357	0.02063960561	0.3905614333
358	0.02060191966	0.3899468432
359	0.02056526469	0.3893165702
360	0.02052728648	0.3887011125
361	0.02048787919	0.3880971415
362	0.02045088602	0.3874806478
363	0.0204134741	0.3868543455
364	0.02037723885	0.3862488172
365	0.02034135531	0.3856252281
366	0.02030387939	0.3850167698
367	0.02026726684	0.3843987117
368	0.02022990295	0.3837607334
369	0.02019462919	0.3831507486
370	0.020159231	0.3825482821
371	0.02012320952	0.3819504053
372	0.02008664293	0.3813700226
373	0.02004943189	0.3807625567
374	0.02001251284	0.3801408867
375	0.01997836107	0.3795753984
376	0.01994296088	0.3789838939
377	0.01990706718	0.3783965732
378	0.01987239492	0.3778115372
379	0.01983713685	0.3772465093
380	0.0198029975	0.3766431691
381	0.01976955186	0.3760648518
382	0.01973560975	0.3754894942
383	0.01970051542	0.3749009011
384	0.01966611801	0.3743419759
385	0.01963366542	0.373751852
386	0.01960008115	0.3731749393
387	0.0195669604	0.3726207461
388	0.01953388566	0.3720315085
389	0.01950007835	0.3714829763
390	0.01946712087	0.3709093414
391	0.0194342067	0.3703475275
392	0.01940268033	0.3698053258
393	0.01936975354	0.3692665757
394	0.01933699885	0.3686886952
395	0.01930584092	0.3681419158
396	0.01927374837	0.3675923237
397	0.01924127859	0.3670558998
398	0.01920851312	0.3665108306
399	0.01917672395	0.3659496439
400	0.01914434163	0.3654118518
401	0.01911330048	0.3648657466
402	0.01908116374	0.3643209076
403	0.01905055526	0.3637792765
404	0.01901969178	0.3632654305
405	0.01898972626	0.3627347387
406	0.01895992262	0.3622120832
407	0.01892947084	0.3616861258
408	0.01889792722	0.3611388492
409	0.01886853049	0.360608253
410	0.0188378586	0.3600932458
